Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-01-06,40.69,2022-06-10,32.53,111 days,2021-10-22/40.62,-20.05%,-20.05%,Rise by 0.86%,-20.05%
Buy,2022-08-16,35.81,2022-08-16,35.81,0 days,2022-05-27/35.57,0.00%,0.00%,Rise by 0%,-20.05%
