Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-05-05,1.76,2020-05-12,1.75,Sell,4 days,Fall by 2.680000%,0.82
2021-02-08,1.83,2021-02-18,1.84,Buy,7 days,Rise by 1.800000%,0.49
2021-04-26,1.84,2021-05-10,1.86,Sell,9 days,Fall by -1.650000%,-1.04
2021-05-03,1.84,2021-05-10,1.86,Sell,4 days,Fall by -1.770000%,-1.16
2021-06-30,1.86,2021-07-12,1.88,Sell,7 days,Fall by 0.700000%,-0.86
2021-07-19,1.87,2021-07-28,1.89,Sell,6 days,Fall by 1.000000%,-1.11
2021-07-20,1.86,2021-07-28,1.89,Sell,5 days,Fall by 0.850000%,-1.27
2021-11-04,1.84,2022-11-30,1.64,Buy,278 days,Rise by -0.690000%,-10.9
2022-09-19,1.61,2022-09-28,1.54,Sell,6 days,Fall by 1.190000%,3.99
2022-10-10,1.59,2022-10-14,1.62,Sell,3 days,Fall by 0.030000%,-1.82
2022-11-02,1.63,2022-11-08,1.61,Sell,3 days,Fall by 1.390000%,0.69
2022-11-09,1.61,2022-11-21,1.63,Buy,7 days,Rise by 3.220000%,1.25
2022-12-19,1.65,2022-12-26,1.62,Sell,4 days,Fall by 3.000000%,1.71
2023-01-20,1.64,2023-04-07,1.65,Buy,54 days,Rise by -0.820000%,1.04
2023-12-25,1.68,2024-01-09,1.69,Sell,10 days,Fall by -0.750000%,-1.03
2024-10-17,1.71,2024-11-20,1.7,Sell,23 days,Fall by 0.230000%,0.53
2025-07-04,1.74,2025-07-16,1.72,Sell,7 days,Fall by 1.720000%,1.18
2025-10-29,1.72,2025-10-29,1.72,Sell,0 days,Fall by 0.370000%,0.0
