Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-01-15,7.52,2012-04-08,7.58,Buy,59 days,Rise by 2.620000%,0.84
2012-11-11,7.38,2012-12-09,7.63,Sell,19 days,Fall by -1.620000%,-3.34
2013-01-13,7.8,2014-07-13,7.36,Buy,389 days,Rise by 2.890000%,-5.6
2013-01-27,7.81,2014-07-13,7.36,Buy,379 days,Rise by 2.800000%,-5.69
2013-06-23,7.05,2013-09-15,7.22,Sell,59 days,Fall by 5.300000%,-2.5
2014-05-04,7.36,2014-12-28,8.22,Buy,169 days,Rise by 1.440000%,11.68
2014-08-10,6.9,2014-11-16,7.26,Sell,69 days,Fall by 1.840000%,-5.2
2015-12-20,7.82,2016-03-20,8.11,Buy,64 days,Rise by 3.870000%,3.69
2016-02-28,8.12,2017-06-11,7.1,Buy,334 days,Rise by 0.350000%,-12.58
2016-07-24,7.86,2017-06-11,7.1,Buy,229 days,Rise by -10.840000%,-9.68
2016-10-23,7.17,2016-12-04,6.81,Sell,29 days,Fall by 5.010000%,5.01
2017-03-26,7.08,2017-05-07,7.34,Buy,29 days,Rise by 7.460000%,3.68
2017-05-28,6.96,2017-08-06,7.42,Sell,49 days,Fall by -1.620000%,-6.58
2017-06-25,7.02,2017-08-06,7.42,Sell,29 days,Fall by -0.800000%,-5.72
2018-04-08,7.76,2018-06-17,7.88,Buy,49 days,Rise by 6.180000%,1.63
2018-05-06,7.77,2018-06-17,7.88,Buy,29 days,Rise by -12.600000%,1.45
2018-07-08,7.17,2018-09-02,6.9,Sell,39 days,Fall by 8.950000%,3.64
2018-08-12,6.73,2019-02-24,7.17,Sell,139 days,Fall by 3.040000%,-6.49
2018-10-14,6.52,2019-02-24,7.17,Sell,94 days,Fall by -0.110000%,-9.83
2019-05-26,6.46,2019-07-21,6.8,Sell,39 days,Fall by 3.710000%,-5.23
2019-07-21,6.8,2021-05-09,4.95,Buy,469 days,Rise by -2.490000%,-27.2
2019-09-22,6.51,2021-05-09,4.95,Buy,424 days,Rise by -13.420000%,-23.97
2020-02-02,6.02,2020-03-29,4.28,Sell,39 days,Fall by 29.590000%,28.89
2021-09-19,4.83,2021-10-10,5.13,Sell,14 days,Fall by -0.830000%,-6.21
2021-12-05,4.87,2022-02-13,5.31,Sell,49 days,Fall by -5.950000%,-9.03
2022-03-06,5.05,2022-03-27,5.46,Sell,14 days,Fall by -2.180000%,-8.12
2022-05-29,5.5,2023-02-05,5.97,Buy,179 days,Rise by -0.910000%,8.55
2023-01-22,5.88,2023-06-18,7.77,Buy,104 days,Rise by 32.140000%,32.14
2024-02-04,6.84,2025-04-13,6.16,Buy,309 days,Rise by 2.920000%,-9.94
2024-07-07,6.98,2025-04-13,6.16,Buy,199 days,Rise by -11.030000%,-11.75
2024-08-11,5.88,2024-08-25,6.21,Sell,9 days,Fall by -7.310000%,-5.61
2024-11-03,6.44,2024-12-08,6.35,Sell,24 days,Fall by 2.020000%,1.4
2025-02-09,6.35,2025-03-16,6.69,Buy,24 days,Rise by 12.280000%,5.35
2025-02-23,6.55,2025-03-30,6.79,Buy,24 days,Rise by 8.850000%,3.66
2025-03-09,6.9,2025-07-27,7.57,Buy,99 days,Rise by 3.330000%,9.71
2025-05-04,6.77,2025-06-08,7.09,Buy,24 days,Rise by 11.820000%,4.73
2025-07-13,7.25,2025-07-13,7.25,Buy,0 days,Rise by -10.900000%,0.0
2025-08-10,6.53,2025-08-10,6.53,Sell,0 days,Fall by 1.070000%,0.0
2025-10-12,6.64,2025-10-12,6.64,Buy,0 days,Rise by -0.150000%,0.0
