Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2011-10-30,39.63,2012-02-05,42.26,Buy,69 days,Rise by 15.750000%,6.64,
2012-11-18,45.18,2013-01-06,48.73,Sell,34 days,Fall by -21.820000%,-7.86,
2013-07-14,59.72,2013-11-10,63.29,Buy,84 days,Rise by 11.090000%,5.98,
2014-10-19,63.94,2014-11-16,69.28,Sell,19 days,Fall by -8.960000%,-8.35,
2014-12-28,72.23,2015-03-08,75.41,Buy,49 days,Rise by 6.290000%,4.4,
2015-02-15,74.89,2015-05-03,76.35,Buy,54 days,Rise by 3.660000%,1.95,
2015-04-12,76.67,2015-08-09,78.28,Buy,84 days,Rise by 4.630000%,2.1,
2015-08-16,78.36,2015-09-20,75.46,Sell,24 days,Fall by 10.460000%,3.7,
2015-11-08,81.42,2016-09-18,78.51,Buy,224 days,Rise by -12.180000%,-3.57,
2015-12-13,78.06,2016-01-31,74.11,Sell,34 days,Fall by 10.120000%,5.06,
2016-06-26,76.17,2016-07-24,81.6,Sell,19 days,Fall by -2.970000%,-7.13,
2016-10-09,79.74,2016-12-18,82.69,Buy,49 days,Rise by 5.730000%,3.7,
2016-11-20,81.2,2016-12-18,82.69,Buy,19 days,Rise by 13.600000%,1.83,
2017-01-15,83.96,2017-02-26,86.92,Buy,29 days,Rise by 9.860000%,3.53,
2017-04-30,90.06,2017-11-05,91.7,Buy,134 days,Rise by 1.480000%,1.82,
2017-08-20,88.25,2017-11-26,94.63,Sell,69 days,Fall by -13.520000%,-7.23,
2018-01-14,105.03,2018-07-01,109.3,Buy,119 days,Rise by 11.610000%,4.07,
2018-06-03,106.54,2018-07-01,109.3,Buy,19 days,Rise by 10.020000%,2.59,
2018-12-16,102.33,2019-01-06,100.83,Sell,14 days,Fall by -8.410000%,1.47,
2020-03-08,114.65,2020-03-29,98.05,Sell,14 days,Fall by -24.700000%,14.48,
2020-03-22,87.81,2020-03-29,98.05,Sell,4 days,Fall by -62.820000%,-11.66,
2020-08-09,140.38,2020-09-06,147.16,Buy,19 days,Rise by 9.270000%,4.83,
2020-11-22,153.69,2021-01-10,168.79,Sell,34 days,Fall by -2.040000%,-9.82,
2021-11-07,211.26,2023-08-20,162.66,Buy,464 days,Rise by -14.600000%,-23.0,
2023-02-05,151.35,2023-07-02,169.81,Buy,104 days,Rise by 15.570000%,12.2,
2023-04-23,147.37,2023-06-18,166.38,Buy,39 days,Rise by 18.690000%,12.9,
2023-12-10,173.19,2024-03-10,180.31,Buy,64 days,Rise by 6.830000%,4.11,
2023-12-17,179.21,2024-07-21,187.81,Buy,154 days,Rise by 3.240000%,4.8,
2025-03-02,215.96,2025-04-06,182.79,Sell,24 days,Fall by 14.150000%,15.36,
2025-07-06,221.21,2025-09-07,235.11,Buy,44 days,Rise by 9.120000%,6.28,
