Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-12-01,125.74,2022-08-23,126.49,Buy,189 Days,-4.21,Rise by 4.56%,0.6%,0.6%
2022-03-01,137.4,2022-11-28,133.21,Buy,194 Days,-6.77,Rise by 4.05%,-3.05%,-2.45%
2022-05-02,129.7,2022-08-23,126.49,Buy,81 Days,-5.51,Rise by -1.91%,-2.47%,-4.93%
2023-06-05,122.92,2024-01-02,133.95,Buy,151 Days,-4.34,Rise by 2.41%,8.97%,4.05%
2023-09-06,121.24,2023-11-23,118.66,Buy,56 Days,-3.48,Rise by 2.38%,-2.13%,1.92%
2023-10-03,113.14,2024-01-02,133.95,Buy,65 Days,-4.03,Rise by 2.86%,18.39%,20.31%
2025-03-04,163.02,2025-05-08,166.84,Buy,47 Days,-3.3,Rise by 0.37%,2.34%,22.65%
2025-04-01,162.69,2025-07-15,179.35,Buy,75 Days,-4.58,Rise by 0.5%,10.24%,32.89%
