Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,LYFT,Long,Weekly,2024-05-19,16.62,2025-11-02,20.46,23.10469314079422,379,100.0,4,379,
