Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2003-03-31,1.449,2003-06-30,1.6887,2000-03-31-2002-06-30,0.88-1.8557,Sell,65 days,-16.54%,Fall by -48.78%,-16.54%
2005-09-30,2.5124,2005-12-31,2.1818,2003-06-30-2005-09-30,1.3278-2.6777,Sell,65 days,13.16%,Fall by -15.15%,-3.38%
2006-09-30,2.2369,2007-03-31,2.6556,2000-03-31-2005-09-30,0.88-2.6777,Sell,129 days,-18.72%,Fall by 19.09%,-22.1%
2007-09-30,3.449,2007-12-31,3.2066,2003-06-30-2007-09-30,1.3278-3.8567,Sell,65 days,7.03%,Fall by 32.99%,-15.07%
2007-12-31,3.2066,2008-03-31,2.5124,2000-03-31-2007-09-30,0.88-3.8567,Sell,65 days,21.65%,Fall by 28.95%,6.58%
2010-03-31,2.1556,2018-03-31,6.12,2003-06-30-2005-09-30,1.3278-2.6777,Buy,2087 days,183.91%,Rise by 60.95%,190.49%
2012-06-30,2.7111,2015-03-31,4.5,2000-03-31-2005-09-30,0.88-2.6777,Buy,716 days,65.98%,Rise by 63.33%,256.47%
2014-09-30,3.85,2015-03-31,4.5,2009-09-30-2014-03-31,1.6529-4.4444,Sell,130 days,-16.88%,Fall by -58.44%,239.59%
2015-03-31,4.5,2015-03-31,4.5,2003-06-30-2014-03-31,1.3278-4.4444,Buy,0 days,0.0%,Rise by 0%,239.59%
2016-12-31,6.25,2017-06-30,7.13,2009-09-30-2016-09-30,1.6529-7.75,Sell,129 days,-14.08%,Fall by 14.17%,225.51%
2018-06-30,6.78,2018-06-30,6.78,2000-03-31-2016-09-30,0.88-7.75,Buy,0 days,0.0%,Rise by 0%,225.51%
2020-03-31,4.99,2020-06-30,6.57,2009-09-30-2019-09-30,1.6529-9.9,Sell,65 days,-31.66%,Fall by -10.65%,193.85%
2021-06-30,7.27,2023-03-31,8.7,2000-06-30-2019-09-30,0.8226-9.9,Sell,457 days,-19.67%,Fall by 12.3%,174.18%
2025-06-30,7.745,2025-06-30,7.745,2020-03-31-2025-03-31,4.26-8.85,Sell,0 days,-0.0%,Fall by 0%,174.18%
