Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2019-12-16 - 2019-12-20,4 days,2019-12-31,157.7,2020-01-07,157.58,5 days,0.1%,Fall by 11.82%,0.1%
Sell,2020-02-10 - 2020-02-11,1 days,2020-02-21,178.59,2020-02-25,168.07,2 days,5.9%,Fall by 13.98%,6.0%
Buy,2020-03-12 - 2020-03-16,2 days,2020-03-18,140.4,2020-03-24,148.34,4 days,5.7%,Rise by 33.01%,11.6%
Sell,2020-04-16 - 2020-04-17,1 days,2020-05-13,179.75,2020-05-18,184.91,3 days,-2.9%,Fall by -11.99%,8.8%
Sell,2020-06-09 - 2020-06-10,1 days,2020-06-15,188.94,2020-06-17,194.24,2 days,-2.8%,Fall by -6.54%,5.9%
Sell,2020-07-06 - 2020-07-07,1 days,2020-07-17,202.88,2020-07-20,211.6,1 days,-4.3%,Fall by 1.23%,1.6%
Sell,2020-08-05 - 2020-08-21,12 days,2020-08-31,225.53,2020-09-02,231.65,2 days,-2.7%,Fall by 10.03%,-1.1%
Sell,2020-08-27 - 2020-09-02,4 days,2020-09-08,202.66,2020-09-09,211.29,1 days,-4.3%,Fall by 0.16%,-5.3%
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-18,211.08,2020-11-20,210.39,2 days,0.3%,Fall by -0.55%,-5.0%
Sell,2021-02-09 - 2021-02-16,5 days,2021-02-19,240.97,2021-02-24,234.55,3 days,2.7%,Fall by 0.82%,-2.3%
Sell,2021-03-17 - 2021-03-23,4 days,2021-03-26,236.48,2021-03-29,235.24,1 days,0.5%,Fall by -1.07%,-1.8%
Sell,2021-04-09 - 2021-04-13,2 days,2021-04-29,252.51,2021-04-30,252.18,1 days,0.1%,Fall by -11.65%,-1.7%
Sell,2021-06-30 - 2021-07-07,5 days,2021-07-27,286.54,2021-07-28,286.22,1 days,0.1%,Fall by 1.61%,-1.6%
Sell,2021-07-26 - 2021-07-28,2 days,2021-08-11,286.95,2021-08-16,294.6,3 days,-2.7%,Fall by 1.75%,-4.2%
Sell,2021-11-04 - 2021-11-05,1 days,2021-11-11,332.43,2021-11-18,341.27,5 days,-2.7%,Fall by 2.83%,-6.9%
Buy,2021-12-03 - 2021-12-17,10 days,2021-12-21,327.29,2022-01-25,288.49,25 days,-11.9%,Rise by -11.85%,-18.7%
Buy,2022-02-24 - 2022-03-08,8 days,2022-03-15,287.15,2022-03-28,310.7,9 days,8.2%,Rise by 0.99%,-10.5%
Sell,2022-03-29 - 2022-03-30,1 days,2022-04-06,299.5,2022-04-13,287.62,5 days,4.0%,Fall by 11.66%,-6.6%
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,260.65,2022-06-02,274.58,8 days,5.3%,Rise by 2.97%,-1.2%
Sell,2022-08-05 - 2022-08-08,1 days,2022-08-17,291.32,2022-08-31,261.47,10 days,10.2%,Fall by 12.1%,9.0%
Buy,2022-08-30 - 2022-09-02,3 days,2022-09-07,258.09,2022-10-10,229.25,23 days,-11.2%,Rise by -3.44%,-2.2%
Buy,2022-09-15 - 2022-09-23,6 days,2022-09-28,241.07,2022-11-03,214.25,26 days,-11.1%,Rise by 3.98%,-13.3%
Sell,2022-12-02 - 2022-12-13,7 days,2022-12-16,244.69,2022-12-21,244.43,3 days,0.1%,Fall by 9.15%,-13.2%
Sell,2023-01-17 - 2023-01-18,1 days,2023-01-25,240.61,2023-01-26,248.0,1 days,-3.1%,Fall by -2.35%,-16.3%
Sell,2023-02-02 - 2023-02-08,4 days,2023-02-16,262.15,2023-02-23,254.77,5 days,2.8%,Fall by -5.06%,-13.4%
Buy,2023-03-01 - 2023-03-02,1 days,2023-03-14,260.79,2023-03-16,276.2,2 days,5.9%,Rise by 11.81%,-7.5%
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-11,282.83,2023-04-26,295.37,11 days,-4.4%,Fall by -11.9%,-12.0%
Sell,2023-05-01 - 2023-05-02,1 days,2023-05-09,307.0,2023-05-18,318.52,7 days,-3.8%,Fall by -3.09%,-15.7%
Sell,2023-05-19 - 2023-05-23,2 days,2023-06-07,323.38,2023-06-12,331.85,3 days,-2.6%,Fall by 2.13%,-18.3%
Sell,2023-06-15 - 2023-06-16,1 days,2023-06-26,328.6,2023-06-30,340.54,4 days,-3.6%,Fall by 3.69%,-22.0%
Sell,2023-07-17 - 2023-07-18,1 days,2023-07-21,343.77,2023-07-28,338.37,5 days,1.6%,Fall by 7.94%,-20.4%
Buy,2023-08-04 - 2023-08-11,5 days,2023-08-15,321.86,2023-09-14,338.7,22 days,5.2%,Rise by 5.23%,-15.2%
Sell,2023-09-11 - 2023-09-14,3 days,2023-09-19,328.65,2023-09-22,317.01,3 days,3.5%,Fall by -11.34%,-11.6%
Sell,2023-10-11 - 2023-10-16,3 days,2023-10-27,329.81,2023-10-31,338.11,2 days,-2.5%,Fall by -10.95%,-14.1%
Sell,2023-11-08 - 2023-11-10,2 days,2023-12-01,374.51,2023-12-05,372.52,2 days,0.5%,Fall by 1.81%,-13.6%
Sell,2024-01-22 - 2024-01-25,3 days,2024-02-06,405.49,2024-02-09,420.55,3 days,-3.7%,Fall by 0.84%,-17.3%
Buy,2024-04-19 - 2024-04-30,7 days,2024-05-09,412.32,2024-06-13,441.58,25 days,7.1%,Rise by 13.4%,-10.2%
Sell,2024-05-16 - 2024-05-23,5 days,2024-05-31,415.13,2024-06-03,413.52,1 days,0.4%,Fall by 4.81%,-9.8%
Sell,2024-07-03 - 2024-07-05,2 days,2024-07-10,466.25,2024-07-15,453.96,3 days,2.6%,Fall by 10.27%,-7.2%
Buy,2024-07-26 - 2024-08-02,5 days,2024-08-06,399.61,2024-08-15,421.03,7 days,5.4%,Rise by 9.78%,-1.8%
Sell,2024-09-16 - 2024-09-17,1 days,2024-09-23,433.51,2024-09-25,432.11,2 days,0.3%,Fall by 6.27%,-1.5%
Buy,2024-10-07 - 2024-11-04,20 days,2024-11-06,420.18,2025-03-31,375.39,103 days,-10.7%,Rise by 8.16%,-12.2%
Buy,2024-11-19 - 2024-11-21,2 days,2024-11-25,418.79,2024-12-05,442.62,8 days,5.7%,Rise by 8.52%,-6.5%
Sell,2024-12-09 - 2024-12-12,3 days,2024-12-19,437.03,2024-12-23,435.25,2 days,0.4%,Fall by 4.89%,-6.1%
Buy,2025-01-02 - 2025-01-14,8 days,2025-01-16,424.58,2025-03-10,380.16,37 days,-10.5%,Rise by -1.99%,-16.5%
Sell,2025-01-24 - 2025-01-28,2 days,2025-01-31,415.06,2025-02-04,412.37,2 days,0.6%,Fall by 8.74%,-15.9%
Buy,2025-03-13 - 2025-03-31,12 days,2025-04-02,382.14,2025-05-02,435.28,22 days,13.9%,Rise by 40.17%,-2.0%
Sell,2025-05-14 - 2025-05-19,3 days,2025-05-30,460.36,2025-06-09,472.75,6 days,-2.7%,Fall by -7.52%,-4.7%
