Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2024-01-21,1367.45,2024-03-24,1455.025,2024-01-14,Buy,9 Weeks,6.4%,Rise by 8.25%,6.4%,Normal Case,
2024-02-18,1460.575,2024-06-23,1454.2,2024-02-11,Buy,18 Weeks,-0.44%,Rise by 1.35%,5.97%,Normal Case,
2024-03-24,1455.025,2024-06-23,1454.2,2024-03-17,Buy,13 Weeks,-0.06%,Rise by 1.73%,5.91%,Normal Case,
2024-04-21,1470.125,2024-06-23,1454.2,2024-03-31,Buy,9 Weeks,-1.08%,Rise by 8.61%,4.83%,Normal Case,
2025-01-05,1251.15,2025-04-13,1218.95,2024-12-22,Buy,14 Weeks,-2.57%,Rise by 2.01%,2.25%,Normal Case,
2025-01-12,1241.9,2025-04-13,1218.95,2025-01-05,Buy,13 Weeks,-1.85%,Rise by 2.77%,0.41%,Normal Case,
2025-01-19,1302.35,2025-04-13,1218.95,2025-01-12,Buy,12 Weeks,-6.4%,Rise by -2.0%,-6.0%,Normal Case,
2025-01-26,1246.3,2025-04-13,1218.95,2025-01-19,Buy,11 Weeks,-2.19%,Rise by 2.41%,-8.19%,Normal Case,
2025-02-02,1264.6,2025-04-13,1218.95,2024-11-24,Buy,10 Weeks,-3.61%,Rise by 0.93%,-11.8%,Local Extrema Case,
2025-02-23,1228.15,2025-06-01,1420.9,2025-02-16,Buy,14 Weeks,15.69%,Rise by 18.58%,3.89%,Normal Case,
2025-03-16,1247.9,2025-06-01,1420.9,2025-02-23,Buy,11 Weeks,13.86%,Rise by 16.71%,17.76%,Normal Case,
2025-05-11,1377.2,2025-07-27,1391.7,2025-05-04,Buy,11 Weeks,1.05%,Rise by 10.9%,18.81%,Normal Case,
2025-06-15,1427.9,2025-06-15,1427.9,2025-06-08,Buy,0 Weeks,0.0%,Rise by 0%,18.81%,Normal Case,
2025-11-02,1486.4,2025-11-02,1486.4,2025-10-26,Buy,0 Weeks,0.0%,Rise by 0%,18.81%,Normal Case,
2025-11-03,1484.7,2025-11-03,1484.7,2025-11-02,Buy,0 Weeks,0.0%,Rise by 0%,18.81%,Normal Case,
