Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-01-29 - 2020-01-30,1 days,2020-02-03,114629.0,2020-02-27,102984.0,18 days,-10.2%,Rise by -10.16%,-10.2%,
Buy,2020-03-18 - 2020-03-19,1 days,2020-03-24,69729.0,2020-03-25,74956.0,1 days,7.5%,Rise by 19.28%,-2.7%,
Sell,2020-04-13 - 2020-04-14,1 days,2020-04-27,78239.0,2020-04-28,81312.0,1 days,-3.9%,Fall by 0.87%,-6.6%,
Sell,2020-06-04 - 2020-06-08,2 days,2020-06-15,92376.0,2020-06-17,95547.0,2 days,-3.4%,Fall by -7.81%,-10.0%,
Sell,2020-07-10 - 2020-07-13,1 days,2020-07-23,102293.0,2020-07-27,104477.0,2 days,-2.1%,Fall by 2.64%,-12.2%,
Sell,2020-07-21 - 2020-07-29,6 days,2020-08-03,102830.0,2020-08-05,102802.0,2 days,0.0%,Fall by 9.0%,-12.1%,
Sell,2020-12-30 - 2021-01-04,3 days,2021-01-12,123998.0,2021-01-14,123481.0,2 days,0.4%,Fall by 11.26%,-11.7%,
Buy,2021-03-01 - 2021-03-02,1 days,2021-03-17,116549.0,2021-05-11,122964.0,39 days,5.5%,Rise by 3.92%,-6.2%,
Sell,2021-04-14 - 2021-04-15,1 days,2021-04-22,119371.0,2021-05-07,122038.0,11 days,-2.2%,Fall by 2.29%,-8.4%,
Sell,2021-06-02 - 2021-06-07,3 days,2021-06-11,129441.0,2021-06-18,128405.0,5 days,0.8%,Fall by 9.89%,-7.6%,
Buy,2021-07-08 - 2021-07-19,7 days,2021-07-21,125929.0,2021-09-17,111439.0,42 days,-11.5%,Rise by -11.51%,-19.2%,
Buy,2021-08-19 - 2021-09-09,15 days,2021-09-13,116404.0,2021-10-29,103501.0,34 days,-11.1%,Rise by -1.51%,-30.2%,
Buy,2021-11-22 - 2021-11-30,6 days,2021-12-02,104466.0,2022-01-26,111573.0,39 days,6.8%,Rise by 10.26%,-23.4%,
Sell,2021-12-08 - 2021-12-13,3 days,2021-12-20,105020.0,2021-12-23,104891.0,3 days,0.1%,Fall by -3.75%,-23.3%,
