Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-03-01,54.62,2022-08-23,47.41,Buy,125 Days,-5.01,Rise by 2.84%,-13.2%,-13.2%
2022-05-02,49.86,2022-08-09,44.92,Buy,71 Days,-3.75,Rise by 1.48%,-9.91%,-23.11%
2023-05-02,46.36,2023-06-22,51.12,Buy,37 Days,-3.14,Rise by 0.75%,10.27%,-12.84%
2025-04-03,57.31,2025-06-12,65.1,Buy,50 Days,-3.77,Rise by 3.52%,13.59%,0.75%
