Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2015-12-31,1.81,2017-12-31,2.91,521 days,2010-12-31/1.7617,61.11%,61.11%,Rise by 522.13%,61.11%
Buy,2020-12-31,8.8,2020-12-31,8.8,0 days,2017-12-31/2.9133,0.00%,0.00%,Rise by 0%,61.11%
