Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,1.895,2016-04-10,2.09,2015-11-15,Buy,20 Weeks,10.29%,Rise by 13.98%,10.29%,Absolute Extrema Case,
2015-11-29,1.98,2016-04-10,2.09,2015-11-08,Buy,19 Weeks,5.56%,Rise by 9.09%,15.85%,Normal Case,
2015-12-06,1.945,2016-04-10,2.09,2015-11-29,Buy,18 Weeks,7.46%,Rise by 11.05%,23.3%,Normal Case,
2015-12-13,1.92,2016-04-10,2.09,2015-11-22,Buy,17 Weeks,8.85%,Rise by 12.5%,32.15%,Normal Case,
2015-12-27,1.91,2016-04-10,2.09,2015-12-13,Buy,15 Weeks,9.42%,Rise by 13.09%,41.58%,Normal Case,
2016-03-06,2.015,2016-07-17,2.095,2015-12-20,Buy,19 Weeks,3.97%,Rise by 14.14%,45.55%,Local Extrema Case,
2016-05-01,2.055,2016-07-17,2.095,2016-04-24,Buy,11 Weeks,1.95%,Rise by 11.92%,47.5%,Normal Case,
2016-05-08,2.13,2016-07-17,2.095,2016-05-01,Buy,10 Weeks,-1.64%,Rise by 7.98%,45.85%,Normal Case,
2016-05-22,2.05,2016-08-28,2.22,2016-05-08,Buy,14 Weeks,8.29%,Rise by 12.2%,54.15%,Normal Case,
2016-08-07,2.24,2016-12-25,2.05,2016-07-31,Buy,20 Weeks,-8.48%,Rise by -12.05%,45.66%,Normal Case,
2016-08-28,2.22,2016-12-25,2.05,2016-08-21,Buy,17 Weeks,-7.66%,Rise by -11.26%,38.01%,Normal Case,
2016-09-04,2.24,2016-12-25,2.05,2016-08-28,Buy,16 Weeks,-8.48%,Rise by -12.05%,29.52%,Normal Case,
2016-09-11,2.3,2016-12-25,2.05,2016-09-04,Buy,15 Weeks,-10.87%,Rise by -14.35%,18.65%,Normal Case,
2016-10-16,2.09,2016-12-25,2.05,2016-07-03,Buy,10 Weeks,-1.91%,Rise by 1.91%,16.74%,Local Extrema Case,
2016-10-16,2.09,2016-12-25,2.05,2016-10-09,Buy,10 Weeks,-1.91%,Rise by 1.91%,14.83%,Normal Case,
2017-01-01,2.1,2017-07-09,2.43,2016-12-25,Buy,27 Weeks,15.71%,Rise by 22.14%,30.54%,Normal Case,
2017-03-12,2.13,2017-07-09,2.43,2017-03-05,Buy,17 Weeks,14.08%,Rise by 20.42%,44.62%,Normal Case,
2017-04-16,2.08,2017-07-09,2.43,2017-04-09,Buy,12 Weeks,16.83%,Rise by 23.32%,61.45%,Normal Case,
2017-05-21,2.27,2017-08-13,2.4,2017-05-14,Buy,12 Weeks,5.73%,Rise by 13.0%,67.18%,Normal Case,
2017-07-02,2.43,2017-11-26,2.37,2017-06-25,Buy,21 Weeks,-2.47%,Rise by 1.65%,64.71%,Normal Case,
2017-08-20,2.46,2017-11-26,2.37,2017-08-13,Buy,14 Weeks,-3.66%,Rise by 0.41%,61.05%,Normal Case,
2018-02-04,2.485,2018-04-15,2.305,2018-01-28,Buy,10 Weeks,-7.24%,Rise by -10.26%,53.81%,Normal Case,
2018-02-11,2.4,2018-04-15,2.305,2017-12-03,Buy,9 Weeks,-3.96%,Rise by 4.17%,49.85%,Local Extrema Case,
2018-03-04,2.34,2018-07-01,2.44,2018-02-25,Buy,17 Weeks,4.27%,Rise by 6.84%,54.12%,Normal Case,
2018-03-25,2.395,2018-07-01,2.44,2018-03-18,Buy,14 Weeks,1.88%,Rise by 4.38%,56.0%,Normal Case,
2018-05-06,2.35,2018-09-16,2.5,2018-04-29,Buy,19 Weeks,6.38%,Rise by 8.72%,62.38%,Normal Case,
2018-05-13,2.41,2018-09-16,2.5,2018-04-22,Buy,18 Weeks,3.73%,Rise by 6.02%,66.12%,Normal Case,
2018-06-03,2.405,2018-09-16,2.5,2018-05-27,Buy,15 Weeks,3.95%,Rise by 6.24%,70.07%,Normal Case,
2018-07-01,2.44,2018-09-16,2.5,2018-06-10,Buy,11 Weeks,2.46%,Rise by 4.71%,72.53%,Normal Case,
2018-07-08,2.45,2018-09-16,2.5,2018-06-24,Buy,10 Weeks,2.04%,Rise by 5.51%,74.57%,Normal Case,
2018-08-19,2.555,2019-01-13,2.61,2018-08-12,Buy,21 Weeks,2.15%,Rise by 26.03%,76.72%,Normal Case,
2018-11-11,2.52,2019-01-13,2.61,2018-10-21,Buy,9 Weeks,3.57%,Rise by 27.78%,80.29%,Normal Case,
2018-11-18,2.55,2019-02-03,2.645,2018-09-09,Buy,11 Weeks,3.73%,Rise by 26.27%,84.02%,Local Extrema Case,
2018-11-18,2.55,2019-02-03,2.645,2018-11-11,Buy,11 Weeks,3.73%,Rise by 26.27%,87.74%,Normal Case,
2018-12-09,2.52,2019-04-21,3.06,2018-12-02,Buy,19 Weeks,21.43%,Rise by 27.78%,109.17%,Normal Case,
2018-12-16,2.57,2019-04-21,3.06,2018-12-09,Buy,18 Weeks,19.07%,Rise by 25.29%,128.24%,Normal Case,
2018-12-23,2.59,2019-04-21,3.06,2018-12-16,Buy,17 Weeks,18.15%,Rise by 24.32%,146.39%,Normal Case,
2018-12-30,2.605,2019-04-21,3.06,2018-12-23,Buy,16 Weeks,17.47%,Rise by 23.61%,163.85%,Normal Case,
2019-03-10,2.87,2019-06-09,3.1,2019-03-03,Buy,13 Weeks,8.01%,Rise by 21.95%,171.87%,Normal Case,
2019-03-31,3.22,2019-06-09,3.1,2019-03-24,Buy,10 Weeks,-3.73%,Rise by 8.7%,168.14%,Normal Case,
2019-05-12,3.1,2019-07-28,3.46,2019-05-05,Buy,11 Weeks,11.61%,Rise by 12.9%,179.75%,Normal Case,
2019-05-19,3.13,2019-07-28,3.46,2019-05-12,Buy,10 Weeks,10.54%,Rise by 11.82%,190.3%,Normal Case,
2019-06-02,3.11,2019-09-22,3.445,2019-05-26,Buy,16 Weeks,10.77%,Rise by 17.68%,201.07%,Normal Case,
2019-09-29,3.4,2020-02-02,3.15,2019-09-22,Buy,18 Weeks,-7.35%,Rise by -10.88%,193.71%,Normal Case,
2019-10-13,3.52,2020-02-02,3.15,2019-09-29,Buy,16 Weeks,-10.51%,Rise by -13.92%,183.2%,Normal Case,
2019-12-08,3.03,2020-06-28,2.995,2019-12-01,Buy,29 Weeks,-1.16%,Rise by -13.53%,182.05%,Normal Case,
2020-01-12,3.13,2020-06-28,2.995,2019-12-29,Buy,24 Weeks,-4.31%,Rise by -16.29%,177.73%,Normal Case,
