Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2004-12-31,1.36,2015-03-31,1.08,2672 days,2004-11-30/1.3298,-20.16%,-20.16%,Rise by -10.87%,-20.16%,
Buy,2016-03-31,1.13,2016-03-31,1.13,0 days,2015-09-30/1.1256,0.00%,0.00%,Rise by 0%,-20.16%,
