Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2010-12-05,6.64,2011-12-04,5.26,259 days,2010-11-07/6.48,-20.71%,-20.71%,Rise by 0.26%,-20.71%
Buy,2012-01-22,6.16,2013-07-14,10.0,384 days,2011-06-26/6.1321,62.39%,62.39%,Rise by 8.05%,41.68%
Buy,2014-03-30,10.39,2016-03-20,16.88,514 days,2013-09-29/10.2,62.46%,62.46%,Rise by -10.01%,104.14%
Buy,2016-08-14,17.2,2020-12-20,28.02,1134 days,2016-04-03/17.03,62.91%,62.91%,Rise by 8.72%,167.05%
Buy,2021-04-11,29.8,2021-04-11,29.8,0 days,2021-02-14/29.7,0.00%,0.00%,Rise by 0%,167.05%
