Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,38.47,2016-05-08,32.11,2015-11-15,Buy,24 Weeks,-16.53%,Rise by -17.81%,-16.53%,Absolute Extrema Case
2015-12-20,36.17,2016-05-08,32.11,2015-12-13,Buy,20 Weeks,-11.22%,Rise by -17.8%,-27.76%,Absolute Extrema Case
2016-02-21,30.46,2016-05-08,32.11,2016-02-07,Buy,11 Weeks,5.42%,Rise by 13.2%,-22.34%,Normal Case
2016-06-26,32.49,2016-09-25,38.31,2016-06-19,Buy,13 Weeks,17.91%,Rise by 18.47%,-4.43%,Normal Case
2016-08-21,37.65,2016-10-30,36.85,2016-08-14,Buy,10 Weeks,-2.12%,Rise by 2.23%,-6.55%,Normal Case
2016-09-04,38.08,2017-03-12,37.65,2016-08-28,Buy,27 Weeks,-1.13%,Rise by -10.79%,-7.68%,Normal Case
2016-09-11,38.23,2017-03-12,37.65,2016-09-04,Buy,26 Weeks,-1.52%,Rise by -11.14%,-9.2%,Normal Case
2016-10-16,37.59,2017-03-12,37.65,2016-08-07,Buy,21 Weeks,0.16%,Rise by 4.42%,-9.04%,Local Extrema Case
2017-01-01,34.71,2017-03-12,37.65,2016-12-25,Buy,10 Weeks,8.47%,Rise by 13.08%,-0.57%,Normal Case
2017-01-29,36.82,2017-04-09,38.74,2017-01-22,Buy,10 Weeks,5.21%,Rise by 6.6%,4.65%,Normal Case
2017-03-19,39.14,2017-06-25,39.77,2017-03-05,Buy,14 Weeks,1.61%,Rise by 3.53%,6.26%,Normal Case
2017-03-26,39.25,2017-06-25,39.77,2017-03-19,Buy,13 Weeks,1.32%,Rise by 3.24%,7.58%,Normal Case
2017-05-21,39.44,2017-11-05,46.28,2017-05-14,Buy,24 Weeks,17.34%,Rise by 21.55%,24.92%,Normal Case
2017-08-13,41.81,2017-11-05,46.28,2017-07-23,Buy,12 Weeks,10.69%,Rise by 14.66%,35.61%,Normal Case
2017-08-20,42.01,2017-11-05,46.28,2015-11-22,Buy,11 Weeks,10.16%,Rise by 14.12%,45.78%,Tangent Case
2017-08-20,42.01,2017-11-05,46.28,2017-08-13,Buy,11 Weeks,10.16%,Rise by 14.12%,55.94%,Normal Case
2017-08-27,44.21,2017-11-05,46.28,2017-08-20,Buy,10 Weeks,4.68%,Rise by 8.44%,60.63%,Normal Case
2017-11-19,46.49,2018-02-11,46.12,2017-11-05,Buy,12 Weeks,-0.8%,Rise by 16.15%,59.83%,Normal Case
2017-12-31,46.17,2018-06-03,47.28,2017-12-24,Buy,22 Weeks,2.4%,Rise by 4.42%,62.23%,Normal Case
2018-02-04,51.07,2018-06-03,47.28,2018-01-21,Buy,17 Weeks,-7.42%,Rise by -5.6%,54.81%,Normal Case
2018-04-08,45.97,2018-06-24,44.2,2017-12-10,Buy,11 Weeks,-3.85%,Rise by 4.87%,50.96%,Local Extrema Case
2018-10-28,38.98,2019-03-17,44.46,2018-10-21,Buy,20 Weeks,14.06%,Rise by 17.62%,65.02%,Normal Case
2018-11-25,40.31,2019-03-17,44.46,2018-09-16,Buy,16 Weeks,10.3%,Rise by 13.74%,75.32%,Local Extrema Case
2018-11-25,40.31,2019-03-17,44.46,2018-11-18,Buy,16 Weeks,10.3%,Rise by 13.74%,85.61%,Normal Case
2018-12-09,40.58,2019-03-17,44.46,2018-11-25,Buy,14 Weeks,9.56%,Rise by 12.99%,95.17%,Normal Case
2019-01-13,40.39,2019-03-17,44.46,2018-11-04,Buy,9 Weeks,10.08%,Rise by 13.52%,105.25%,Local Extrema Case
2019-03-17,44.46,2019-07-21,42.47,2019-02-24,Buy,18 Weeks,-4.48%,Rise by -10.19%,100.77%,Normal Case
2019-06-02,40.37,2019-11-24,41.32,2019-05-26,Buy,25 Weeks,2.35%,Rise by 5.87%,103.13%,Normal Case
2019-08-25,38.34,2019-11-24,41.32,2015-12-20,Buy,13 Weeks,7.77%,Rise by 11.48%,110.9%,Tangent Case
