Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
1980-09-30,0.9,1982-12-31,1.36,Buy,587 days,Rise by 66.030000%,50.96
1981-03-31,1.07,1983-09-30,1.57,Buy,652 days,Rise by 46.540000%,46.54
1987-03-31,2.86,1991-12-31,6.64,Buy,1239 days,Rise by -35.580000%,132.13
1987-06-30,2.85,1991-12-31,6.64,Buy,1174 days,Rise by -23.440000%,133.33
1991-03-31,4.23,1992-06-30,5.77,Buy,325 days,Rise by 57.010000%,36.45
2002-09-30,27.53,2005-06-30,26.17,Sell,717 days,Fall by -4.690000%,4.96
2008-03-31,19.86,2009-06-30,14.23,Sell,325 days,Fall by 15.380000%,28.33
2008-06-30,16.58,2009-09-30,15.7,Sell,326 days,Fall by 22.040000%,5.27
2011-03-31,19.27,2012-12-31,23.8,Buy,456 days,Rise by 41.460000%,23.49
2011-06-30,19.54,2012-12-31,23.8,Buy,391 days,Rise by 40.100000%,21.75
2020-12-31,36.81,2022-06-30,52.43,Buy,389 days,Rise by 60.420000%,42.43
2024-03-31,27.75,2025-11-03,24.65,Sell,414 days,Fall by 11.170000%,11.17
2025-06-30,24.24,2025-06-30,24.24,Sell,0 days,Fall by -1.690000%,0.0
