Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-02-25,32.19,2020-03-02,33.09,Sell,3 days,Fall by 11.520000%,-2.8
2020-02-28,31.71,2020-03-02,33.09,Sell,0 days,Fall by 13.200000%,-4.37
2020-03-20,27.52,2020-03-24,28.18,Sell,1 days,Fall by -22.230000%,-2.38
2020-04-06,32.8,2020-04-15,34.13,Buy,6 days,Rise by 11.400000%,4.05
2020-06-24,30.54,2020-07-01,32.01,Sell,4 days,Fall by -17.400000%,-4.82
2020-11-30,38.31,2020-12-04,40.34,Buy,3 days,Rise by -1.410000%,5.3
2021-01-13,36.86,2021-02-04,34.89,Sell,15 days,Fall by 9.140000%,5.34
2021-01-28,35.86,2021-02-05,34.92,Sell,5 days,Fall by 6.610000%,2.62
2021-04-19,38.93,2021-05-12,39.69,Buy,16 days,Rise by 3.060000%,1.95
2021-05-26,38.92,2021-06-10,40.68,Sell,10 days,Fall by 0.280000%,-4.52
2021-05-27,38.65,2021-06-10,40.68,Sell,9 days,Fall by -0.410000%,-5.25
2021-06-15,39.59,2021-06-29,39.1,Sell,9 days,Fall by -4.370000%,1.24
2022-03-30,52.44,2022-04-06,52.87,Sell,4 days,Fall by 8.220000%,-0.82
2022-04-08,55.17,2022-11-18,48.23,Buy,159 days,Rise by -11.270000%,-12.58
2022-04-19,50.18,2022-04-25,48.95,Sell,3 days,Fall by 7.270000%,2.45
2022-05-25,53.71,2022-11-18,48.23,Buy,126 days,Rise by -10.800000%,-10.2
2022-06-03,53.2,2022-11-18,48.23,Buy,119 days,Rise by -12.540000%,-9.34
2022-06-13,47.91,2022-06-22,49.07,Sell,6 days,Fall by -5.930000%,-2.42
2022-07-01,52.31,2022-11-18,48.23,Buy,99 days,Rise by -0.020000%,-7.8
2022-07-07,53.42,2022-11-18,48.23,Buy,95 days,Rise by -2.100000%,-9.72
2022-07-26,52.3,2022-11-18,48.23,Buy,82 days,Rise by -10.480000%,-7.78
2022-08-31,45.23,2022-09-08,47.08,Sell,5 days,Fall by 7.690000%,-4.09
2022-10-24,45.54,2022-10-31,46.55,Buy,4 days,Rise by 8.120000%,2.22
2023-01-13,47.85,2024-05-29,27.82,Buy,357 days,Rise by -10.240000%,-41.86
2023-05-16,37.01,2023-05-22,38.75,Sell,3 days,Fall by 4.000000%,-4.7
2023-06-13,40.28,2024-05-29,27.82,Buy,250 days,Rise by -10.330000%,-30.93
2023-07-03,36.65,2023-07-26,37.21,Buy,16 days,Rise by 2.350000%,1.53
2023-08-18,36.66,2024-05-29,27.82,Buy,202 days,Rise by -10.390000%,-24.11
2023-09-06,34.37,2023-09-21,32.85,Sell,10 days,Fall by 6.630000%,4.42
2023-09-22,32.69,2023-10-02,33.94,Sell,5 days,Fall by 7.890000%,-3.82
2023-09-27,32.1,2023-10-02,33.94,Sell,2 days,Fall by 6.200000%,-5.73
2023-10-02,33.94,2024-05-29,27.82,Buy,171 days,Rise by -10.340000%,-18.03
2023-10-12,32.92,2023-10-23,30.84,Sell,6 days,Fall by 8.540000%,6.32
2023-10-20,30.65,2023-11-03,31.26,Sell,9 days,Fall by 5.450000%,-1.99
2023-12-28,28.79,2024-05-29,27.82,Buy,108 days,Rise by -3.580000%,-3.37
2024-02-16,27.62,2024-03-15,27.94,Buy,19 days,Rise by 2.720000%,1.16
2024-03-11,28.37,2024-05-20,28.53,Buy,49 days,Rise by -10.400000%,0.56
2024-04-01,27.72,2024-04-09,26.78,Sell,5 days,Fall by 8.870000%,3.39
2024-04-22,26.26,2024-05-07,27.77,Buy,10 days,Rise by 12.720000%,5.75
2024-05-02,27.7,2024-05-15,28.82,Buy,8 days,Rise by 6.860000%,4.04
2024-10-01,28.67,2024-10-09,30.19,Sell,5 days,Fall by 13.500000%,-5.3
2024-10-21,28.93,2024-11-04,27.76,Sell,9 days,Fall by 10.060000%,4.04
2024-11-04,27.76,2024-11-12,26.19,Sell,5 days,Fall by 10.450000%,5.66
2024-11-07,27.46,2024-11-13,26.72,Sell,3 days,Fall by 8.120000%,2.69
2025-02-21,26.3,2025-07-16,24.61,Buy,102 days,Rise by -12.660000%,-6.43
2025-03-07,26.73,2025-07-16,24.61,Buy,92 days,Rise by -14.070000%,-7.93
2025-03-18,26.31,2025-07-16,24.61,Buy,85 days,Rise by -12.690000%,-6.46
2025-05-30,23.49,2025-06-13,24.54,Buy,9 days,Rise by 9.750000%,4.47
2025-07-02,25.32,2025-07-14,25.35,Buy,7 days,Rise by 2.210000%,0.12
2025-07-16,24.61,2025-07-23,25.36,Sell,4 days,Fall by 5.360000%,-3.05
2025-07-28,24.31,2025-08-05,24.75,Sell,5 days,Fall by 1.810000%,-1.81
2025-07-30,23.81,2025-08-05,24.75,Sell,3 days,Fall by -0.250000%,-3.95
2025-07-31,23.29,2025-08-05,24.75,Sell,2 days,Fall by -2.490000%,-6.27
2025-08-18,25.07,2025-09-09,24.71,Sell,15 days,Fall by 4.790000%,1.44
2025-09-25,23.6,2025-09-30,25.48,Sell,2 days,Fall by -2.670000%,-7.97
2025-10-15,24.39,2025-10-15,24.39,Sell,0 days,Fall by -1.070000%,0.0
2025-10-29,24.29,2025-10-29,24.29,Sell,0 days,Fall by -1.480000%,0.0
