Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-04-01,99.47,2022-09-15,88.01,Buy,119 Days,-5.31,Rise by -4.34%,-11.52%,-11.52%
2022-05-05,93.35,2022-08-23,85.79,Buy,78 Days,-3.12,Rise by 0.57%,-8.1%,-19.62%
2023-03-17,77.9,2023-05-11,82.17,Buy,39 Days,-3.19,Rise by 6.14%,5.48%,-14.14%
2023-04-10,80.0,2023-05-11,82.17,Buy,23 Days,-3.25,Rise by 4.44%,2.71%,-11.43%
2023-06-01,77.28,2023-11-24,83.35,Buy,126 Days,-6.03,Rise by 4.65%,7.85%,-3.57%
2024-05-03,74.8,2024-07-23,79.88,Buy,57 Days,-4.31,Rise by 3.74%,6.79%,3.22%
2024-11-04,76.54,2025-01-22,81.86,Buy,57 Days,-5.93,Rise by 3.58%,6.95%,10.17%
