Symbol,Target for which Price has achieved over 90 percent of gain %,Current Trading Date/Price[$],Entry Signal Date/Price[$],Number of Trades/Historic Win Rate [%],Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Interval,Function,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType
SONY,29.38 (Exit Rule),2025-10-20 (Price: 29.19),2025-03-31 (Price: 25.39),11/72.73%,6.68%/13.8%,"14.97%, 145 days",40.8%/7.34%/22.65%,31.1408 (Avg % Gain of Historic Winning trades)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2),Monthly,TRENDPULSE,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets),target_achieved
