Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2016-02-21,11.185,2016-05-15,13.42,2016-02-07,Buy,12 Weeks,19.98%,Rise by 27.05%,19.98%,Normal Case,
2016-05-01,13.38,2016-07-10,13.655,2016-04-24,Buy,10 Weeks,2.06%,Rise by 24.36%,22.04%,Normal Case,
2016-05-08,13.345,2016-07-10,13.655,2016-04-17,Buy,9 Weeks,2.32%,Rise by 24.69%,24.36%,Normal Case,
2016-05-22,13.8,2016-09-04,16.64,2016-05-15,Buy,15 Weeks,20.58%,Rise by 20.58%,44.94%,Normal Case,
2016-06-26,13.725,2016-09-04,16.64,2016-06-19,Buy,10 Weeks,21.24%,Rise by 21.24%,66.18%,Normal Case,
2016-07-03,13.86,2016-09-04,16.64,2016-06-26,Buy,9 Weeks,20.06%,Rise by 20.06%,86.24%,Normal Case,
2016-08-07,14.355,2017-01-01,16.515,2016-07-31,Buy,21 Weeks,15.05%,Rise by 36.22%,101.28%,Normal Case,
2016-08-21,16.06,2017-01-01,16.515,2016-08-14,Buy,19 Weeks,2.83%,Rise by 21.76%,104.12%,Normal Case,
2016-08-28,16.5,2017-01-01,16.515,2016-08-21,Buy,18 Weeks,0.09%,Rise by 18.52%,104.21%,Normal Case,
2016-09-04,16.64,2017-01-01,16.515,2016-08-28,Buy,17 Weeks,-0.75%,Rise by 17.52%,103.46%,Normal Case,
2016-09-11,16.525,2017-01-01,16.515,2016-09-04,Buy,16 Weeks,-0.06%,Rise by 18.34%,103.4%,Normal Case,
2017-01-01,16.515,2017-06-25,20.83,2016-12-18,Buy,25 Weeks,26.13%,Rise by 18.41%,129.52%,Normal Case,
2017-01-15,18.44,2017-06-25,20.83,2016-12-25,Buy,23 Weeks,12.96%,Rise by 14.91%,142.48%,Normal Case,
2017-01-29,19.405,2017-06-25,20.83,2017-01-22,Buy,21 Weeks,7.34%,Rise by 9.2%,149.83%,Normal Case,
2017-04-16,17.71,2017-06-25,20.83,2017-04-09,Buy,10 Weeks,17.62%,Rise by 19.65%,167.45%,Normal Case,
2017-05-21,19.015,2017-08-13,19.665,2017-05-07,Buy,12 Weeks,3.42%,Rise by 20.43%,170.86%,Normal Case,
2017-07-02,20.35,2017-10-08,20.54,2017-06-18,Buy,14 Weeks,0.93%,Rise by 12.53%,171.8%,Normal Case,
2017-08-20,20.1,2017-11-19,21.175,2017-08-13,Buy,13 Weeks,5.35%,Rise by 13.93%,177.15%,Normal Case,
