Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-23,71.01,2021-02-26,68.22,2021-01-14-2021-01-29,67.67-69.68,Sell,3 days,3.93%,Fall by 4.09%,3.93%,
2021-03-02,68.67,2021-09-20,72.37,2020-11-04-2021-02-16,59.56-72.28,Buy,144 days,5.39%,Rise by -2.78%,9.32%,
2021-03-25,69.19,2021-03-26,70.11,2021-02-16-2021-03-05,68.22-71.82,Sell,1 days,-1.33%,Fall by 6.68%,7.99%,
2021-06-14,68.86,2021-06-14,68.86,2021-01-14-2021-05-12,66.74-69.68,Sell,0 days,-0.0%,Fall by 0%,7.99%,
2021-08-10,67.82,2021-08-24,68.14,2021-06-07-2021-07-19,66.81-69.49,Sell,10 days,-0.47%,Fall by 0.68%,7.52%,
2021-10-08,67.86,2021-10-08,67.86,2021-05-12-2021-09-15,65.23-74.12,Buy,0 days,0.0%,Rise by 0%,7.52%,
2021-10-26,68.46,2021-11-12,70.08,2021-09-15-2021-10-06,67.84-73.57,Sell,13 days,-2.37%,Fall by 5.85%,5.15%,
2021-12-14,66.81,2021-12-14,66.81,2021-06-07-2021-11-30,66.66-69.49,Sell,0 days,-0.0%,Fall by 0%,5.15%,
2022-01-12,67.99,2022-01-19,65.35,2021-09-15-2021-11-30,66.66-73.57,Sell,5 days,3.88%,Fall by 10.97%,9.03%,
2022-01-26,63.41,2022-02-01,64.1,2021-05-12-2021-09-15,65.23-74.12,Sell,4 days,-1.09%,Fall by 9.24%,7.94%,
2022-02-16,64.68,2022-02-23,62.47,2022-01-05-2022-01-28,62.76-67.58,Sell,5 days,3.42%,Fall by 10.28%,11.36%,
2022-03-07,59.03,2022-03-07,59.03,2020-11-04-2021-09-15,59.56-74.12,Sell,0 days,-0.0%,Fall by 0%,11.36%,
2022-04-05,60.8,2022-04-05,60.8,2021-11-05-2022-03-08,59.04-70.08,Sell,0 days,-0.0%,Fall by 0%,11.36%,
2022-06-08,56.75,2022-06-08,56.75,2021-01-14-2022-05-11,55.53-69.68,Sell,0 days,-0.0%,Fall by 0%,11.36%,
2022-07-06,52.7,2022-07-06,52.7,2022-03-29-2022-06-17,52.35-62.58,Sell,0 days,-0.0%,Fall by 0%,11.36%,
2022-08-08,55.29,2022-08-31,53.59,2022-03-29-2022-07-14,52.28-62.58,Sell,17 days,3.07%,Fall by 8.9%,14.44%,
2022-08-22,55.06,2022-08-25,55.8,2022-06-01-2022-07-14,52.28-57.46,Sell,3 days,-1.34%,Fall by 10.32%,13.09%,
2022-08-25,55.8,2023-02-07,58.37,2022-07-14-2022-08-15,51.56-57.32,Buy,118 days,4.61%,Rise by -1.37%,17.7%,
2022-09-21,50.67,2022-09-27,48.82,2022-07-14-2022-08-15,51.56-57.32,Sell,4 days,3.65%,Fall by 0.78%,21.35%,
2022-11-22,54.95,2022-11-23,55.58,2022-08-15-2022-10-13,49.3-57.06,Sell,1 days,-1.15%,Fall by 3.87%,20.2%,
2022-12-08,55.09,2022-12-08,55.09,2021-03-18-2022-10-13,49.3-70.16,Sell,0 days,-0.0%,Fall by 0%,20.2%,
2022-12-20,54.97,2022-12-30,54.44,2021-02-16-2022-10-13,49.3-71.82,Sell,8 days,0.96%,Fall by -2.17%,21.17%,
2023-02-08,57.73,2023-02-22,55.9,2022-01-05-2022-10-13,49.3-67.58,Sell,10 days,3.17%,Fall by 1.72%,24.34%,
2023-02-28,55.94,2024-01-04,63.06,2022-10-13-2023-02-01,47.64-59.04,Buy,222 days,12.73%,Rise by 13.18%,37.06%,
2023-04-12,58.07,2023-04-12,58.07,2023-02-01-2023-02-24,55.81-57.94,Sell,0 days,-0.0%,Fall by 0%,37.06%,
2023-05-04,58.74,2023-06-02,62.0,2023-02-01-2023-03-15,55.13-57.94,Sell,21 days,-5.55%,Fall by 1.98%,31.51%,
