Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2000-06-30,60.75,2000-09-30,53.0,1998-12-31-2000-03-31,30.5-66.25,Sell,65 days,12.76%,Fall by 22.79%,12.76%
2012-12-31,39.0,2012-12-31,39.0,1998-12-31-2000-03-31,30.5-66.25,Buy,0 days,0.0%,Rise by 0%,12.76%
2016-03-31,45.64,2016-09-30,50.16,2014-12-31-2015-06-30,42.92-53.4,Sell,131 days,-9.9%,Fall by -1.06%,2.85%
2018-12-31,50.69,2019-09-30,56.74,2014-12-31-2018-03-31,42.92-64.72,Sell,195 days,-11.94%,Fall by -18.01%,-9.08%
2019-06-30,54.58,2020-03-31,49.39,2013-06-30-2016-03-31,48.4-41.44,Sell,196 days,9.51%,Fall by -6.96%,0.43%
2020-03-31,49.39,2020-06-30,54.92,2016-03-31-2018-03-31,40.72-64.72,Sell,65 days,-11.2%,Fall by 11.05%,-10.77%
2022-03-31,61.61,2022-06-30,52.83,2003-06-30-2021-09-30,24.76-74.12,Sell,65 days,14.25%,Fall by -35.42%,3.48%
2022-06-30,52.83,2022-09-30,48.85,2020-03-31-2021-09-30,41.61-74.12,Sell,66 days,7.53%,Fall by -37.36%,11.02%
2022-09-30,48.85,2022-12-31,54.44,1998-12-31-2021-09-30,30.5-74.12,Sell,65 days,-11.44%,Fall by -25.94%,-0.43%
2022-12-31,54.44,2023-06-30,61.9,2006-06-30-2009-03-31,38.88-49.08,Sell,129 days,-13.7%,Fall by -8.4%,-14.13%
2023-06-30,61.9,2023-06-30,61.9,2020-03-31-2021-09-30,41.61-74.12,Buy,0 days,0.0%,Rise by 0%,-14.13%
2025-11-03,83.45,2025-11-03,83.45,2014-12-31-2021-09-30,42.92-74.12,Buy,0 days,0.0%,Rise by 0%,-14.13%
