Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2000-03-31,6.0312,2000-05-31,4.7969,1999-03-31-2000-03-31,0.584-11.7188,Sell,43 days,20.47%,Fall by 10.42%,20.47%
2000-10-31,4.2969,2008-01-31,5.175,1999-03-31-2000-03-31,0.584-11.7188,Buy,1892 days,20.44%,Rise by -19.54%,40.9%
2002-12-31,2.1734,2003-01-31,2.03,2001-09-30-2002-11-30,0.9563-2.7134,Sell,23 days,6.6%,Fall by 17.41%,47.5%
2004-02-29,2.6259,2004-04-30,2.5231,2003-04-30-2004-01-31,1.2034-3.2031,Sell,44 days,3.91%,Fall by -46.65%,51.41%
2007-02-28,6.7825,2007-03-31,6.2812,2006-06-30-2007-02-28,3.995-7.6562,Sell,22 days,7.39%,Fall by 5.05%,58.8%
2007-07-31,6.2,2007-08-31,5.9637,2000-03-31-2001-09-30,1.6387-5.625,Sell,23 days,3.81%,Fall by 13.23%,62.62%
2007-08-31,5.9637,2007-11-30,5.2688,2003-04-30-2007-02-28,1.2034-7.6562,Sell,65 days,11.65%,Fall by 20.97%,74.27%
2007-10-31,6.3675,2011-04-30,8.1475,2006-06-30-2007-02-28,3.995-7.6562,Buy,912 days,27.95%,Rise by -21.65%,102.22%
2009-01-31,3.32,2009-01-31,3.32,2003-04-30-2007-02-28,1.2034-7.6562,Buy,0 days,0.0%,Rise by 0%,102.22%
2011-04-30,8.1475,2011-05-31,7.7188,2008-11-30-2011-01-31,2.6375-9.74,Sell,21 days,5.26%,Fall by 16.41%,107.48%
2011-06-30,8.1538,2011-07-31,7.7775,2007-02-28-2008-11-30,3.75-6.5625,Sell,21 days,4.62%,Fall by 17.42%,112.1%
2011-07-31,7.7775,2011-08-31,6.4525,2003-04-30-2011-01-31,1.2034-9.74,Sell,22 days,17.04%,Fall by 18.44%,129.14%
2011-08-31,6.4525,2011-10-31,7.3238,2006-06-30-2011-01-31,3.995-9.74,Sell,43 days,-13.5%,Fall by 19.27%,115.63%
2012-09-30,6.0675,2018-12-31,9.52,2006-06-30-2011-01-31,3.995-9.74,Buy,1630 days,56.9%,Rise by 20.69%,172.53%
2013-06-30,5.1487,2013-07-31,6.21,2012-07-31-2013-02-28,4.7413-6.9637,Sell,22 days,-20.61%,Fall by -3.52%,151.92%
2014-07-31,6.8525,2022-07-31,19.49,2013-06-30-2014-03-31,4.8637-7.9,Buy,2086 days,184.42%,Rise by -10.52%,336.34%
2014-08-31,7.4375,2014-10-31,8.3575,2011-01-31-2012-07-31,5.7562-8.4263,Sell,44 days,-12.37%,Fall by 7.33%,323.97%
2015-07-31,8.455,2016-09-30,7.89,2003-04-30-2011-01-31,1.2034-9.74,Buy,305 days,-6.68%,Rise by 0.13%,317.29%
2015-11-30,8.34,2016-03-31,9.51,2013-06-30-2015-02-28,4.8637-9.32,Sell,88 days,-14.03%,Fall by 16.61%,303.26%
2016-06-30,8.925,2016-07-31,8.215,2013-06-30-2016-04-30,4.8637-10.235,Sell,21 days,7.96%,Fall by 16.19%,311.22%
2016-07-31,8.215,2016-08-31,7.93,2008-11-30-2016-04-30,2.6375-10.235,Sell,22 days,3.47%,Fall by 13.18%,314.69%
2016-08-31,7.93,2016-10-31,7.63,2003-04-30-2016-04-30,1.2034-10.235,Sell,43 days,3.78%,Fall by -43.25%,318.47%
2016-11-30,7.24,2017-01-31,6.885,2012-07-31-2014-03-31,4.7413-7.9,Sell,44 days,4.9%,Fall by -55.41%,323.37%
2017-04-30,7.28,2019-12-31,10.32,2013-06-30-2015-02-28,4.8637-9.32,Buy,696 days,41.76%,Rise by -11.82%,365.13%
2017-08-31,7.5,2017-10-31,7.425,2013-06-30-2014-03-31,4.8637-7.9,Sell,43 days,1.0%,Fall by -29.16%,366.13%
2017-10-31,7.425,2017-10-31,7.425,2013-06-30-2016-04-30,4.8637-10.235,Buy,0 days,0.0%,Rise by 0%,366.13%
2019-10-31,9.59,2020-01-31,10.96,2013-06-30-2019-09-30,4.8637-12.08,Sell,66 days,-14.29%,Fall by 11.86%,351.85%
2020-02-29,10.07,2020-03-31,8.21,2016-04-30-2017-02-28,7.65-8.93,Sell,21 days,18.47%,Fall by -122.9%,370.32%
2020-03-31,8.21,2020-04-30,9.23,2017-02-28-2019-09-30,6.71-12.08,Sell,22 days,-12.42%,Fall by -83.86%,357.89%
2020-05-31,9.1,2020-05-31,9.1,2003-04-30-2019-09-30,1.2034-12.08,Buy,0 days,0.0%,Rise by 0%,357.89%
2022-02-28,22.46,2022-03-31,24.89,2020-03-31-2022-01-31,6.76-26.39,Sell,23 days,-10.82%,Fall by 26.48%,347.07%
2022-04-30,19.87,2022-05-31,18.86,2013-06-30-2022-01-31,4.8637-26.39,Sell,21 days,5.08%,Fall by 17.6%,352.16%
2022-11-30,20.35,2022-11-30,20.35,2020-03-31-2022-01-31,6.76-26.39,Buy,0 days,0.0%,Rise by 0%,352.16%
2023-06-30,16.07,2023-06-30,16.07,2008-11-30-2022-01-31,2.6375-26.39,Buy,0 days,0.0%,Rise by 0%,352.16%
2025-01-31,21.95,2025-02-28,20.1,2023-04-30-2024-12-31,14.71-23.63,Sell,20 days,8.43%,Fall by 16.82%,360.58%
2025-05-31,18.19,2025-06-30,18.53,2022-01-31-2023-04-30,17.8-21.72,Sell,20 days,-1.87%,Fall by 10.58%,358.71%
2025-06-30,18.53,2025-06-30,18.53,2013-06-30-2022-01-31,4.8637-26.39,Buy,0 days,0.0%,Rise by 0%,358.71%
