Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2003-03-31,1.9172,2003-06-30,1.6766,2001-09-30-2002-12-31,0.9563-2.7134,Sell,65 days,12.55%,Fall by -176.9%,12.55%
2007-09-30,6.0487,2007-12-31,5.67,2003-06-30-2007-03-31,1.2034-7.6562,Sell,65 days,6.26%,Fall by 26.56%,18.81%
2009-06-30,4.5975,2012-06-30,5.6325,2003-06-30-2007-03-31,1.2034-7.6562,Buy,783 days,22.51%,Rise by 19.64%,41.32%
2011-06-30,8.1538,2011-09-30,6.3837,2008-12-31-2011-03-31,2.6375-9.74,Sell,66 days,21.71%,Fall by 11.77%,63.03%
2011-09-30,6.3837,2012-03-31,7.1287,2003-06-30-2011-03-31,1.2034-9.74,Sell,130 days,-11.67%,Fall by 25.83%,51.36%
2016-06-30,8.925,2016-09-30,7.89,2012-09-30-2016-06-30,4.7413-10.235,Sell,66 days,11.6%,Fall by 7.54%,62.96%
2016-09-30,7.89,2016-12-31,7.415,2008-12-31-2016-06-30,2.6375-10.235,Sell,65 days,6.02%,Fall by 1.62%,68.98%
2017-09-30,7.295,2022-12-31,18.01,2001-09-30-2016-06-30,0.9563-10.235,Buy,1369 days,146.88%,Rise by 1.33%,215.86%
2019-12-31,10.32,2020-03-31,8.21,2012-09-30-2019-09-30,4.7413-12.08,Sell,65 days,20.45%,Fall by -125.46%,236.31%
2020-03-31,8.21,2020-06-30,9.66,2017-03-31-2019-09-30,6.71-12.08,Sell,65 days,-17.66%,Fall by -75.67%,218.64%
2020-09-30,13.81,2020-09-30,13.81,2012-09-30-2016-06-30,4.7413-10.235,Buy,0 days,0.0%,Rise by 0%,218.64%
2022-03-31,24.89,2022-06-30,18.51,2020-03-31-2022-03-31,6.76-26.39,Sell,65 days,25.63%,Fall by 13.18%,244.28%
2022-06-30,18.51,2022-09-30,16.97,2012-09-30-2022-03-31,4.7413-26.39,Sell,66 days,8.32%,Fall by 5.3%,252.6%
2022-09-30,16.97,2023-06-30,16.07,2008-12-31-2022-03-31,2.6375-26.39,Sell,195 days,5.3%,Fall by -1.24%,257.9%
2023-03-31,17.44,2023-03-31,17.44,2020-03-31-2022-03-31,6.76-26.39,Buy,0 days,0.0%,Rise by 0%,257.9%
2023-12-31,18.38,2023-12-31,18.38,2008-12-31-2022-03-31,2.6375-26.39,Buy,0 days,0.0%,Rise by 0%,257.9%
2025-11-03,16.57,2025-11-03,16.57,2012-09-30-2022-03-31,4.7413-26.39,Buy,0 days,0.0%,Rise by 0%,257.9%
