Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2019-12-20 - 2019-12-30,6 days,2020-01-03,43.05,2020-02-27,38.02,39 days,-11.7%,Rise by 1.16%,-11.7%
Sell,2020-01-07 - 2020-01-20,9 days,2020-01-28,41.0,2020-02-04,40.23,5 days,1.9%,Fall by 10.98%,-9.8%
Buy,2020-01-30 - 2020-02-03,2 days,2020-02-07,40.9,2020-03-02,36.5,16 days,-10.8%,Rise by -10.76%,-20.6%
Buy,2020-03-02 - 2020-03-09,5 days,2020-03-11,35.54,2020-03-16,29.5,3 days,-17.0%,Rise by 6.92%,-37.6%
Buy,2020-03-03 - 2020-03-05,2 days,2020-03-11,35.54,2020-03-16,29.5,3 days,-17.0%,Rise by 6.92%,-54.6%
Sell,2020-04-16 - 2020-04-17,1 days,2020-05-04,36.31,2020-05-06,36.25,2 days,0.2%,Fall by -7.82%,-54.4%
Sell,2020-06-11 - 2020-06-17,4 days,2020-06-22,40.2,2020-06-29,39.25,5 days,2.4%,Fall by -13.43%,-52.0%
Sell,2020-08-27 - 2020-08-28,1 days,2020-09-07,47.25,2020-09-17,46.3,8 days,2.0%,Fall by -12.68%,-50.0%
Sell,2020-10-14 - 2020-10-19,3 days,2020-10-29,53.5,2020-11-05,53.24,5 days,0.5%,Fall by -21.31%,-49.5%
Sell,2020-11-26 - 2020-12-01,3 days,2020-12-17,62.1,2020-12-23,65.0,4 days,-4.7%,Fall by -4.51%,-54.2%
Buy,2021-03-01 - 2021-03-17,12 days,2021-03-26,66.2,2021-05-04,75.0,27 days,13.3%,Rise by 15.41%,-40.9%
Sell,2021-05-04 - 2021-05-06,2 days,2021-05-11,76.0,2021-05-17,73.69,4 days,3.0%,Fall by 3.62%,-37.9%
Sell,2021-06-08 - 2021-06-30,16 days,2021-07-07,77.32,2021-07-13,76.4,4 days,1.2%,Fall by -18.21%,-36.7%
Sell,2021-08-02 - 2021-08-03,1 days,2021-08-09,84.33,2021-08-19,86.5,8 days,-2.6%,Fall by -8.38%,-39.2%
Sell,2021-08-09 - 2021-08-12,3 days,2021-09-03,95.45,2021-09-07,95.1,2 days,0.4%,Fall by 8.59%,-38.9%
Buy,2021-10-14 - 2021-10-15,1 days,2021-10-29,89.9,2021-12-13,94.99,31 days,5.7%,Rise by 5.66%,-33.2%
Buy,2022-01-21 - 2022-01-24,1 days,2022-02-09,86.75,2022-02-23,78.05,10 days,-10.0%,Rise by -10.09%,-43.2%
Buy,2022-02-16 - 2022-02-24,6 days,2022-02-28,79.39,2022-06-14,70.2,76 days,-11.6%,Rise by 5.81%,-54.8%
Buy,2022-04-12 - 2022-04-20,6 days,2022-04-22,80.5,2022-05-13,72.24,15 days,-10.3%,Rise by -10.26%,-65.1%
Sell,2022-07-12 - 2022-07-13,1 days,2022-08-08,78.24,2022-08-23,78.0,11 days,0.3%,Fall by 10.53%,-64.8%
Buy,2022-09-08 - 2022-09-14,4 days,2022-09-20,71.0,2022-10-27,76.0,27 days,7.0%,Rise by 7.1%,-57.7%
Buy,2022-09-27 - 2022-10-03,4 days,2022-10-05,67.3,2022-10-25,71.8,14 days,6.7%,Rise by 12.99%,-51.1%
Sell,2022-10-27 - 2022-10-28,1 days,2022-11-02,74.0,2022-11-08,73.47,4 days,0.7%,Fall by 11.08%,-50.3%
Buy,2022-12-13 - 2022-12-15,2 days,2022-12-22,67.8,2023-01-18,71.65,19 days,5.7%,Rise by 7.6%,-44.7%
Buy,2022-12-29 - 2023-01-04,4 days,2023-01-09,66.24,2023-01-17,70.0,6 days,5.7%,Rise by 16.09%,-39.0%
Sell,2023-01-19 - 2023-01-20,1 days,2023-01-30,72.0,2023-02-03,74.1,4 days,-2.9%,Fall by 6.01%,-41.9%
Buy,2023-03-10 - 2023-03-16,4 days,2023-03-24,68.03,2023-04-14,71.45,15 days,5.0%,Rise by 7.29%,-36.9%
Buy,2023-05-09 - 2023-05-12,3 days,2023-05-16,69.99,2023-09-27,62.9,96 days,-10.1%,Rise by 4.3%,-47.0%
Buy,2023-05-29 - 2023-06-02,4 days,2023-06-07,69.0,2023-06-22,72.99,11 days,5.8%,Rise by 5.8%,-41.2%
Buy,2023-07-31 - 2023-08-03,3 days,2023-08-07,67.9,2023-10-24,61.0,56 days,-10.2%,Rise by -1.33%,-51.4%
Buy,2023-08-15 - 2023-08-17,2 days,2023-08-21,66.29,2023-10-26,59.42,48 days,-10.4%,Rise by -10.36%,-61.7%
Buy,2023-09-19 - 2023-09-28,7 days,2023-10-02,63.05,2023-10-30,56.3,20 days,-10.7%,Rise by -10.71%,-72.4%
Buy,2023-10-09 - 2023-10-12,3 days,2023-10-17,63.99,2023-10-27,57.01,8 days,-10.9%,Rise by -10.14%,-83.4%
Buy,2023-10-25 - 2023-10-27,2 days,2023-10-31,57.24,2023-11-03,61.0,3 days,6.6%,Rise by 22.29%,-76.8%
Sell,2023-11-13 - 2023-11-16,3 days,2023-11-28,65.35,2023-11-30,67.5,2 days,-3.3%,Fall by -3.01%,-80.1%
Sell,2024-01-05 - 2024-01-09,2 days,2024-01-15,71.08,2024-01-24,70.75,7 days,0.5%,Fall by 5.29%,-79.6%
Buy,2024-02-28 - 2024-03-05,4 days,2024-03-12,67.32,2024-07-10,72.0,86 days,7.0%,Rise by 3.83%,-72.7%
Buy,2024-05-15 - 2024-05-21,4 days,2024-05-23,68.0,2024-07-10,72.0,34 days,5.9%,Rise by 13.97%,-66.8%
Sell,2024-05-31 - 2024-06-04,2 days,2024-06-13,68.48,2024-06-18,68.4,3 days,0.1%,Fall by -5.1%,-66.7%
Sell,2024-07-11 - 2024-07-12,1 days,2024-07-19,76.98,2024-07-26,72.0,5 days,6.5%,Fall by 6.51%,-60.2%
Sell,2024-07-17 - 2024-07-24,5 days,2024-07-29,72.55,2024-07-31,74.51,2 days,-2.7%,Fall by 0.8%,-62.9%
Buy,2024-08-29 - 2024-09-04,4 days,2024-09-06,73.0,2025-03-19,64.9,138 days,-11.1%,Rise by 0.7%,-74.0%
Buy,2024-09-25 - 2024-10-01,4 days,2024-10-03,71.0,2024-11-22,75.0,36 days,5.6%,Rise by 7.04%,-68.4%
Buy,2025-01-22 - 2025-01-23,1 days,2025-01-29,72.2,2025-03-19,64.9,35 days,-10.1%,Rise by -3.2%,-78.5%
Sell,2025-03-04 - 2025-03-10,4 days,2025-03-13,67.5,2025-03-21,64.46,6 days,4.5%,Fall by 14.37%,-74.0%
Buy,2025-03-19 - 2025-03-31,8 days,2025-04-02,62.65,2025-04-22,55.0,14 days,-12.2%,Rise by -12.21%,-86.2%
Buy,2025-04-09 - 2025-04-22,9 days,2025-04-24,57.71,2025-05-05,63.5,7 days,10.0%,Rise by 19.22%,-76.1%
Sell,2025-05-06 - 2025-05-08,2 days,2025-05-16,67.64,2025-05-23,67.0,5 days,0.9%,Fall by 3.53%,-75.2%
Sell,2025-05-14 - 2025-06-03,14 days,2025-06-11,68.76,2025-06-17,68.35,4 days,0.6%,Fall by 6.91%,-74.6%
Sell,2025-09-03 - 2025-09-05,2 days,2025-09-11,60.11,2025-09-12,62.0,1 days,-3.1%,Fall by -0.95%,-77.7%
