Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-06-21,34.7551,2022-08-23,36.3350,45 days,4.55%,4.5458%,Rise by -11.3%,4.5458%,
Buy,2022-09-28,31.7500,2022-10-03,34.1700,3 days,7.62%,7.6220%,Rise by 30.39%,12.1679%,
Buy,2022-12-09,37.3250,2022-12-13,38.2700,2 days,2.53%,2.5318%,Rise by 10.85%,14.6997%,
Buy,2022-12-20,36.6700,2022-12-23,37.9350,3 days,3.45%,3.4497%,Rise by 12.83%,18.1494%,
Buy,2023-03-20,35.2100,2023-03-28,36.5650,6 days,3.85%,3.8483%,Rise by 17.65%,21.9977%,
Buy,2023-12-11,42.3900,2023-12-27,43.9400,12 days,3.66%,3.6565%,Rise by 6.39%,25.6542%,
Buy,2024-06-06,49.2100,2024-09-06,45.0700,66 days,-8.41%,-8.4129%,Rise by 1.93%,17.2413%,
Buy,2024-09-09,45.4000,2024-10-03,47.8200,18 days,5.33%,5.3304%,Rise by 13.9%,22.5717%,
Buy,2024-12-20,42.5000,2024-12-24,43.4700,2 days,2.28%,2.2824%,Rise by 11.22%,24.8540%,
Buy,2025-03-05,39.4100,2025-03-07,40.7400,2 days,3.37%,3.3748%,Rise by 14.34%,28.2288%,
