Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2010-12-31,39.04,2011-12-31,28.96,260 days,2007-12-31/16.97,-25.82%,-25.82%,Rise by -48.28%,-25.82%
Buy,2019-12-31,29.75,2023-12-31,49.34,1043 days,2017-12-31/22.13,65.85%,65.85%,Rise by 224.44%,40.03%
Buy,2024-12-31,56.24,2025-11-03,96.52,219 days,2023-12-31/49.34,71.62%,71.62%,Rise by 71.62%,111.65%
