Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2002-09-30,0.0713,2002-11-30,0.1427,44 days,100.14%,100.1403%,Rise by 205.89%,100.1403%,
Buy,2008-09-30,0.2677,2009-08-31,0.3630,239 days,35.60%,35.5996%,Rise by -22.67%,135.7398%,
