Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2018-11-11,5.1417,2019-05-26,3.6288,139 days,-29.42%,-29.4241%,Rise by -35.02%,-29.4241%
Buy,2019-06-09,3.6375,2019-06-30,4.1058,14 days,12.87%,12.8742%,Rise by 20.32%,-16.5499%
Buy,2022-05-15,17.7060,2023-01-29,20.3650,184 days,15.02%,15.0175%,Rise by -17.98%,-1.5324%
