Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-04-20,144.54,2020-05-11,156.02,Buy,14 days,Rise by 33.350000%,7.94
2020-04-30,151.57,2020-05-21,192.74,Buy,14 days,Rise by 27.160000%,27.16
2021-01-19,319.75,2021-01-21,348.3,Sell,1 days,Fall by 2.810000%,-8.93
2021-03-04,285.01,2021-03-11,286.96,Sell,4 days,Fall by 10.660000%,-0.68
2021-03-08,258.33,2021-03-11,286.96,Sell,2 days,Fall by 2.220000%,-11.08
2021-07-15,247.97,2021-07-28,223.32,Sell,8 days,Fall by 12.110000%,9.94
2021-10-14,247.37,2021-10-22,252.96,Buy,5 days,Rise by 21.660000%,2.26
2021-10-22,252.96,2021-11-01,300.95,Buy,5 days,Rise by -11.020000%,18.97
2021-11-30,238.5,2021-12-08,243.17,Sell,5 days,Fall by 6.630000%,-1.96
2021-12-13,225.62,2021-12-21,238.11,Sell,5 days,Fall by 13.340000%,-5.54
2022-01-21,195.53,2022-01-27,171.32,Sell,3 days,Fall by 10.790000%,12.38
2022-05-23,109.07,2022-06-03,112.23,Buy,8 days,Rise by -10.100000%,2.9
2022-05-27,112.97,2022-08-05,118.73,Buy,49 days,Rise by -12.710000%,5.1
2022-09-23,89.34,2022-10-04,94.63,Sell,6 days,Fall by 8.450000%,-5.92
2022-09-30,86.3,2022-10-04,94.63,Sell,1 days,Fall by 5.230000%,-9.65
2022-10-25,97.05,2023-01-31,112.72,Buy,69 days,Rise by -24.500000%,16.15
2022-11-17,79.45,2022-11-25,78.73,Sell,5 days,Fall by 8.920000%,0.91
2022-12-12,79.73,2023-01-11,91.75,Buy,21 days,Rise by 60.880000%,15.08
2022-12-21,77.49,2023-01-06,83.54,Buy,11 days,Rise by 65.530000%,7.81
2023-02-01,118.14,2023-02-09,120.83,Buy,5 days,Rise by 8.570000%,2.28
2023-05-08,144.53,2023-05-22,148.6,Buy,9 days,Rise by 8.170000%,2.82
2023-07-13,171.1,2023-07-21,171.71,Buy,5 days,Rise by -15.530000%,0.36
2024-04-22,272.24,2024-04-23,303.31,Sell,0 days,Fall by -9.010000%,-11.41
2024-07-09,311.55,2024-07-17,294.74,Sell,5 days,Fall by -3.600000%,5.4
2024-07-11,300.98,2024-07-22,295.45,Sell,6 days,Fall by -7.240000%,1.84
2024-09-24,380.36,2024-10-31,385.1,Buy,26 days,Rise by 32.080000%,1.25
2024-09-25,383.96,2024-11-12,419.39,Buy,33 days,Rise by 30.840000%,9.23
2024-10-30,394.02,2024-11-13,467.37,Buy,9 days,Rise by 27.500000%,18.62
2024-11-07,399.84,2024-11-14,477.5,Buy,4 days,Rise by 25.650000%,19.42
2024-11-13,467.37,2024-12-02,480.27,Buy,12 days,Rise by 7.490000%,2.76
2025-04-25,620.72,2025-05-08,655.26,Buy,8 days,Rise by 7.070000%,5.56
2025-06-05,712.82,2025-06-27,772.6,Buy,15 days,Rise by 8.850000%,8.39
2025-10-09,673.66,2025-10-30,656.68,Sell,14 days,Fall by 2.720000%,2.52
2025-10-15,671.3,2025-10-15,671.3,Sell,0 days,Fall by 2.380000%,0.0
2025-10-23,673.86,2025-10-30,656.68,Sell,4 days,Fall by 2.750000%,2.55
