Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2023-04-04,34.19,2023-09-27,26.91,126 days,2023-01-25/33.27,-21.29%,-21.29%,Rise by 4.39%,-21.29%
Buy,2023-11-27,29.79,2025-04-11,49.7,359 days,2023-09-18/29.75,66.83%,66.83%,Rise by 7.35%,45.54%
Buy,2025-06-02,53.77,2025-06-02,53.77,0 days,2025-04-16/51.91,0.00%,0.00%,Rise by 0%,45.54%
