Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2016-12-31,17.9300,2017-05-31,21.1850,107 days,18.15%,18.1539%,Rise by 54.77%,18.1539%,
Buy,2025-04-30,66.45,2025-04-30,66.45,0 days,0.00%,0.00%,Rise by 0%,18.15%,
