Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2005-04-30,0.92,2006-03-31,0.72,239 days,2004-02-29/0.9155,-21.90%,-21.90%,Rise by -12.69%,-21.90%
Buy,2006-12-31,0.82,2009-01-31,0.62,544 days,2005-12-31/0.7922,-23.99%,-23.99%,Rise by -10.83%,-45.89%
Buy,2009-09-30,0.77,2009-09-30,0.77,0 days,2009-06-30/0.7498,0.00%,0.00%,Rise by 0%,-45.89%
