Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2012-12-31,0.82,2012-12-31,0.82,0 days,2011-12-31/0.7872,0.00%,0.00%,Rise by 0%,0.00%,
