Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-09,1.3824,2021-03-09,1.3824,2020-11-04-2021-02-24,1.2918-1.4217,Buy,0 days,0.0%,Rise by 0%,0.0%,
2021-04-13,1.3754,2021-04-14,1.376,2021-02-24-2021-03-25,1.3739-1.4087,Sell,1 days,-0.04%,Fall by 0.0%,-0.04%,
2021-06-23,1.395,2021-06-23,1.395,2021-04-12-2021-06-01,1.3671-1.4247,Buy,0 days,0.0%,Rise by 0%,-0.04%,
2021-07-19,1.3764,2021-07-22,1.3714,2021-06-01-2021-07-02,1.3798-1.4156,Sell,3 days,0.36%,Fall by 0.65%,0.32%,
2021-08-06,1.3928,2021-08-06,1.3928,2021-02-24-2021-07-20,1.3689-1.4087,Sell,0 days,-0.0%,Fall by 0%,0.32%,
2021-09-21,1.3663,2021-09-27,1.3669,2021-07-30-2021-08-20,1.3643-1.3897,Sell,4 days,-0.04%,Fall by 3.36%,0.28%,
2021-10-28,1.3733,2021-10-28,1.3733,2021-07-30-2021-09-30,1.3517-1.3897,Sell,0 days,-0.0%,Fall by 0%,0.28%,
2021-11-11,1.3413,2021-11-16,1.3408,2021-04-12-2021-06-01,1.3671-1.4247,Sell,3 days,0.04%,Fall by 1.48%,0.31%,
2022-01-20,1.3609,2022-01-20,1.3609,2021-02-24-2021-12-20,1.3243-1.4087,Sell,0 days,-0.0%,Fall by 0%,0.31%,
2022-01-31,1.3403,2022-01-31,1.3403,2021-12-20-2022-01-13,1.3174-1.3749,Buy,0 days,0.0%,Rise by 0%,0.31%,
2022-02-17,1.3585,2022-02-28,1.3373,2022-01-13-2022-01-27,1.3468-1.3706,Sell,7 days,1.56%,Fall by 2.7%,1.87%,
2022-03-30,1.3094,2022-03-30,1.3094,2021-06-01-2022-03-15,1.3089-1.4156,Sell,0 days,-0.0%,Fall by 0%,1.87%,
2022-04-27,1.2584,2022-05-02,1.2574,2021-12-20-2022-01-13,1.3174-1.3749,Sell,3 days,0.08%,Fall by 4.46%,1.95%,
2022-06-03,1.2579,2022-06-03,1.2579,2021-02-24-2022-05-13,1.2245-1.4087,Sell,0 days,-0.0%,Fall by 0%,1.95%,
2022-08-08,1.206,2022-08-08,1.206,2021-09-14-2022-07-14,1.1884-1.3831,Sell,0 days,-0.0%,Fall by 0%,1.95%,
2022-10-12,1.0968,2022-10-14,1.1304,2022-08-01-2022-09-26,1.0916-1.2165,Sell,2 days,-3.06%,Fall by 1.18%,-1.11%,
2022-11-03,1.1384,2022-11-03,1.1384,2022-01-13-2022-09-26,1.0916-1.3706,Sell,0 days,-0.0%,Fall by 0%,-1.11%,
2022-12-26,1.206,2023-02-07,1.2027,2022-09-26-2022-12-13,1.0379-1.2442,Buy,31 days,-0.27%,Rise by 4.14%,-1.38%,
2023-02-09,1.2071,2023-05-16,1.2525,2022-09-26-2023-01-23,1.0379-1.2449,Buy,68 days,3.76%,Rise by 2.44%,2.38%,
2023-04-11,1.2392,2023-04-11,1.2392,2023-01-23-2023-03-08,1.1858-1.2325,Sell,0 days,-0.0%,Fall by 0%,2.38%,
2023-05-30,1.2349,2023-06-27,1.2712,2023-03-08-2023-05-10,1.1808-1.2679,Buy,20 days,2.94%,Rise by 3.28%,5.32%,
2023-06-23,1.2747,2023-07-03,1.2693,2023-05-10-2023-05-26,1.2394-1.2604,Sell,6 days,0.42%,Fall by 0.18%,5.74%,
2023-07-26,1.2894,2025-05-30,1.3499,2023-05-26-2023-07-14,1.2312-1.3142,Buy,482 days,4.69%,Rise by 1.84%,10.43%,
2023-10-04,1.2078,2023-10-06,1.2188,2023-05-26-2023-07-14,1.2312-1.3142,Sell,2 days,-0.91%,Fall by 0.7%,9.52%,
2023-10-18,1.2179,2023-10-23,1.2164,2023-07-14-2023-10-04,1.2176-1.3095,Sell,3 days,0.12%,Fall by -3.21%,9.64%,
2023-10-31,1.2166,2023-12-12,1.2555,2023-05-10-2023-10-04,1.2176-1.2604,Sell,30 days,-3.2%,Fall by -0.54%,6.45%,
2024-01-19,1.271,2025-07-07,1.3652,2023-10-04-2023-12-28,1.2043-1.2827,Buy,381 days,7.41%,Rise by -0.49%,13.86%,
2024-02-20,1.2588,2024-03-05,1.2692,2023-12-28-2024-02-05,1.263-1.274,Sell,10 days,-0.83%,Fall by 2.69%,13.03%,
2024-03-26,1.2638,2025-07-07,1.3652,2024-02-05-2024-03-08,1.252-1.2891,Buy,334 days,8.02%,Rise by -0.49%,21.06%,
2024-05-10,1.2526,2024-05-10,1.2526,2023-12-28-2024-04-22,1.2393-1.274,Sell,0 days,-0.0%,Fall by 0%,21.06%,
2024-07-31,1.2837,2025-06-19,1.3417,2024-04-22-2024-07-17,1.2301-1.3045,Buy,231 days,4.52%,Rise by 1.25%,25.57%,
2024-09-04,1.3114,2024-09-05,1.3145,2024-06-12-2024-06-27,1.2669-1.2734,Sell,1 days,-0.24%,Fall by 4.66%,25.34%,
2024-10-03,1.3266,2024-10-14,1.3049,2024-07-17-2024-08-08,1.2742-1.2967,Sell,7 days,1.64%,Fall by 3.95%,26.97%,
2024-10-14,1.3049,2025-07-07,1.3652,2024-04-22-2024-09-26,1.2301-1.3433,Buy,190 days,4.62%,Rise by -0.49%,31.59%,
2024-12-13,1.2677,2024-12-13,1.2677,2024-07-17-2024-11-22,1.2594-1.2967,Sell,0 days,-0.0%,Fall by 0%,31.59%,
2025-01-10,1.2299,2025-01-10,1.2299,2024-02-05-2024-09-26,1.252-1.3433,Sell,0 days,-0.0%,Fall by 0%,31.59%,
2025-02-03,1.2292,2025-02-03,1.2292,2024-07-17-2025-01-13,1.2208-1.2967,Sell,0 days,-0.0%,Fall by 0%,31.59%,
2025-07-10,1.3593,2025-07-10,1.3593,2025-01-13-2025-07-01,1.2101-1.3789,Buy,0 days,0.0%,Rise by 0%,31.59%,
2025-07-18,1.3433,2025-07-18,1.3433,2021-12-20-2025-07-01,1.3174-1.3789,Buy,0 days,0.0%,Rise by 0%,31.59%,
2025-08-05,1.3298,2025-08-05,1.3298,2022-09-26-2025-07-01,1.0379-1.3789,Buy,0 days,0.0%,Rise by 0%,31.59%,
2025-08-21,1.3466,2025-08-26,1.3454,2025-07-01-2025-08-01,1.3305-1.3705,Sell,3 days,0.09%,Fall by 0.87%,31.68%,
2025-09-30,1.3437,2025-09-30,1.3437,2025-08-01-2025-09-16,1.3144-1.3671,Buy,0 days,0.0%,Rise by 0%,31.68%,
2025-10-08,1.3421,2025-10-16,1.3404,2025-08-14-2025-09-03,1.3453-1.3529,Sell,6 days,0.13%,Fall by 1.87%,31.81%,
