Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2008-04-30,1.9878,2008-08-31,1.8218,2004-12-31-2005-11-30,1.7789-1.9028,Sell,87 days,8.35%,Fall by 20.06%,8.35%
2008-10-31,1.6073,2008-11-30,1.5385,2005-11-30-2007-11-30,1.706-2.1158,Sell,20 days,4.28%,Fall by 5.61%,12.63%
2010-01-31,1.5985,2010-01-31,1.5985,2004-12-31-2009-01-31,1.536-1.9028,Sell,0 days,-0.0%,Fall by 0%,12.63%
2010-07-31,1.5688,2010-07-31,1.5688,2009-01-31-2009-08-31,1.353-1.7005,Buy,0 days,0.0%,Rise by 0%,12.63%
2011-12-31,1.5416,2014-10-31,1.6001,2010-05-31-2011-04-30,1.4239-1.6743,Buy,739 days,3.79%,Rise by -1.68%,16.43%
2015-03-31,1.4809,2015-06-30,1.5732,2013-07-31-2014-07-31,1.4819-1.7187,Sell,65 days,-6.23%,Fall by 11.89%,10.19%
2015-06-30,1.5732,2015-06-30,1.5732,2012-01-31-2014-07-31,0.6374-1.7187,Buy,0 days,0.0%,Rise by 0%,10.19%
2015-11-30,1.5039,2016-01-31,1.4362,2013-01-31-2015-04-30,1.5494-1.5693,Sell,44 days,4.5%,Fall by 14.94%,14.7%
2016-01-31,1.4362,2016-01-31,1.4362,2012-01-31-2014-07-31,0.6374-1.7187,Sell,0 days,-0.0%,Fall by 0%,14.7%
2016-04-30,1.4611,2016-04-30,1.4611,2012-01-31-2013-01-31,0.6374-1.6384,Buy,0 days,0.0%,Rise by 0%,14.7%
2016-06-30,1.3466,2016-06-30,1.3466,2012-01-31-2013-01-31,0.6374-1.6384,Sell,0 days,-0.0%,Fall by 0%,14.7%
2018-09-30,1.3079,2018-10-31,1.2709,2014-07-31-2017-01-31,1.2674-1.686,Sell,22 days,2.83%,Fall by 4.3%,17.52%
2019-02-28,1.3318,2019-02-28,1.3318,2017-01-31-2018-04-30,1.1995-1.4377,Buy,0 days,0.0%,Rise by 0%,17.52%
2020-03-31,1.2372,2020-05-31,1.2321,2018-12-31-2019-12-31,1.2481-1.351,Sell,43 days,0.41%,Fall by -8.07%,17.94%
2021-11-30,1.3315,2021-11-30,1.3315,2014-07-31-2020-03-31,1.32-1.686,Sell,0 days,-0.0%,Fall by 0%,17.94%
2022-02-28,1.3373,2022-02-28,1.3373,2020-03-31-2021-06-30,1.1477-1.4247,Buy,0 days,0.0%,Rise by 0%,17.94%
2022-06-30,1.2132,2022-08-31,1.166,2018-12-31-2021-06-30,1.2481-1.4247,Sell,44 days,3.89%,Fall by -4.34%,21.83%
2022-09-30,1.1169,2022-11-30,1.1947,2020-03-31-2021-06-30,1.1477-1.4247,Sell,43 days,-6.97%,Fall by -1.83%,14.86%
2023-12-31,1.2734,2023-12-31,1.2734,2018-04-30-2022-09-30,1.1738-1.3717,Sell,0 days,-0.0%,Fall by 0%,14.86%
2024-06-30,1.2646,2025-02-28,1.2599,2022-09-30-2023-07-31,1.0379-1.3142,Buy,174 days,-0.37%,Rise by 4.41%,14.49%
