Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2021-08-22,42.64,2022-04-17,11.38,2021-08-01,Buy,34 Weeks,-73.31%,Rise by -17.99%,-73.31%,Absolute Extrema Case
2021-08-22,42.64,2022-04-17,11.38,2021-08-08,Buy,34 Weeks,-73.31%,Rise by -17.99%,-146.62%,Normal Case
2021-09-26,44.91,2022-04-17,11.38,2021-09-19,Buy,29 Weeks,-74.66%,Rise by -21.6%,-221.28%,Normal Case
2021-10-03,41.9,2022-04-17,11.38,2021-09-26,Buy,28 Weeks,-72.84%,Rise by -30.81%,-294.12%,Normal Case
2021-12-26,18.9,2022-04-17,11.38,2021-12-19,Buy,16 Weeks,-39.79%,Rise by -29.52%,-333.91%,Normal Case
2022-02-13,13.32,2022-04-17,11.38,2022-02-06,Buy,9 Weeks,-14.56%,Rise by 1.35%,-348.48%,Normal Case
2022-03-13,11.02,2022-09-04,9.45,2022-03-06,Buy,25 Weeks,-14.25%,Rise by -11.03%,-362.72%,Normal Case
2022-05-08,10.12,2022-09-04,9.45,2022-05-01,Buy,17 Weeks,-6.62%,Rise by -20.95%,-369.34%,Absolute Extrema Case
2022-05-22,10.08,2022-09-04,9.45,2022-05-15,Buy,15 Weeks,-6.25%,Rise by -10.71%,-375.59%,Absolute Extrema Case
2022-07-03,8.18,2022-09-04,9.45,2022-06-12,Buy,9 Weeks,15.53%,Rise by 50.12%,-360.07%,Normal Case
2022-07-17,8.41,2022-10-02,10.1,2022-07-10,Buy,11 Weeks,20.1%,Rise by 46.02%,-339.97%,Normal Case
2022-08-28,9.38,2022-11-20,9.19,2022-08-07,Buy,12 Weeks,-2.03%,Rise by 30.92%,-342.0%,Normal Case
2022-09-04,9.45,2022-11-20,9.19,2022-08-28,Buy,11 Weeks,-2.75%,Rise by 29.95%,-344.75%,Normal Case
