Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-11 - 2019-12-12,1 days,2019-12-31,205.25,2020-01-06,212.6,4 days,-3.6%,Fall by 1.63%,-3.6%,
Sell,2020-01-22 - 2020-01-29,5 days,2020-02-03,204.19,2020-02-04,209.83,1 days,-2.8%,Fall by 11.31%,-6.3%,
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-10,178.19,2020-03-12,154.47,2 days,-13.3%,Rise by -12.01%,-19.7%,
Sell,2020-04-24 - 2020-04-27,1 days,2020-05-04,205.26,2020-05-07,211.26,3 days,-2.9%,Fall by -9.34%,-22.6%,
Sell,2020-05-11 - 2020-05-12,1 days,2020-06-04,226.29,2020-06-09,238.67,3 days,-5.5%,Fall by 4.51%,-28.0%,
Sell,2020-07-21 - 2020-07-31,8 days,2020-08-05,249.12,2020-08-06,265.28,1 days,-6.5%,Fall by 0.39%,-34.5%,
Sell,2020-08-04 - 2020-08-07,3 days,2020-08-12,259.89,2020-08-20,269.01,6 days,-3.5%,Fall by 4.52%,-38.0%,
Sell,2020-08-27 - 2020-09-02,4 days,2020-09-08,271.16,2020-09-14,266.15,4 days,1.8%,Fall by 3.61%,-36.2%,
Sell,2020-10-13 - 2020-10-21,6 days,2020-10-27,283.29,2020-10-29,280.83,2 days,0.9%,Fall by 5.25%,-35.3%,
Sell,2020-11-12 - 2020-11-25,9 days,2020-12-04,279.7,2020-12-10,277.12,4 days,0.9%,Fall by 10.23%,-34.4%,
Buy,2020-11-24 - 2020-12-15,15 days,2020-12-17,274.48,2021-01-14,245.64,20 days,-10.5%,Rise by -10.51%,-44.9%,
Buy,2020-12-24 - 2021-01-06,9 days,2021-01-15,251.36,2021-01-22,274.5,5 days,9.2%,Rise by 9.0%,-35.7%,
Sell,2021-01-26 - 2021-01-28,2 days,2021-02-12,270.5,2021-02-24,264.31,8 days,2.3%,Fall by -9.62%,-33.4%,
Sell,2021-03-17 - 2021-03-22,3 days,2021-03-25,278.74,2021-03-29,290.82,2 days,-4.3%,Fall by -6.38%,-37.8%,
Sell,2021-04-09 - 2021-04-29,14 days,2021-05-04,318.36,2021-05-05,315.02,1 days,1.0%,Fall by -5.84%,-36.7%,
Sell,2021-05-27 - 2021-06-08,8 days,2021-06-11,331.26,2021-06-23,340.59,8 days,-2.8%,Fall by -1.72%,-39.5%,
Sell,2021-06-24 - 2021-06-28,2 days,2021-07-08,345.65,2021-07-23,369.79,11 days,-7.0%,Fall by 6.33%,-46.5%,
Sell,2021-08-31 - 2021-09-01,1 days,2021-09-09,378.0,2021-09-14,376.53,3 days,0.4%,Fall by 10.16%,-46.1%,
Buy,2021-09-30 - 2021-10-12,8 days,2021-10-14,328.53,2022-01-26,294.63,74 days,-10.3%,Rise by 5.79%,-56.4%,
Sell,2021-10-21 - 2021-11-05,11 days,2021-11-10,327.64,2021-11-12,340.89,2 days,-4.0%,Fall by 6.35%,-60.5%,
Sell,2021-11-16 - 2021-11-22,4 days,2021-12-01,310.6,2021-12-07,322.81,4 days,-3.9%,Fall by 23.45%,-64.4%,
Sell,2021-12-16 - 2021-12-28,8 days,2021-12-31,336.35,2022-01-07,331.79,5 days,1.4%,Fall by 10.76%,-63.1%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,313.26,2022-02-03,237.76,3 days,-24.1%,Rise by -30.88%,-87.2%,
Buy,2022-02-22 - 2022-02-24,2 days,2022-03-09,198.5,2022-03-18,216.49,7 days,9.1%,Rise by 17.83%,-78.1%,
Sell,2022-03-30 - 2022-04-05,4 days,2022-04-08,222.33,2022-04-19,217.31,7 days,2.3%,Fall by 21.31%,-75.8%,
Buy,2022-04-22 - 2022-04-26,2 days,2022-04-28,205.73,2022-05-04,223.41,4 days,8.6%,Rise by -11.88%,-67.2%,
Buy,2022-05-20 - 2022-05-24,2 days,2022-05-26,191.63,2022-06-13,164.26,12 days,-14.3%,Rise by -14.56%,-81.5%,
Buy,2022-06-14 - 2022-06-23,7 days,2022-06-27,169.49,2022-07-20,183.09,17 days,8.0%,Rise by 8.07%,-73.5%,
Buy,2022-09-27 - 2022-10-11,10 days,2022-10-14,126.76,2022-10-27,97.94,9 days,-22.7%,Rise by -24.9%,-96.2%,
Sell,2022-12-02 - 2022-12-05,1 days,2022-12-20,117.09,2022-12-27,116.88,5 days,0.2%,Fall by -44.79%,-96.1%,
Sell,2023-01-23 - 2023-01-24,1 days,2023-01-31,148.97,2023-02-01,153.12,1 days,-2.8%,Fall by -13.81%,-98.8%,
Sell,2023-03-16 - 2023-03-23,5 days,2023-03-28,200.68,2023-03-30,207.84,2 days,-3.6%,Fall by -3.42%,-102.4%,
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-18,217.89,2023-04-24,212.79,4 days,2.3%,Fall by -30.0%,-100.1%,
Sell,2023-05-01 - 2023-05-02,1 days,2023-05-05,232.78,2023-05-15,238.86,6 days,-2.6%,Fall by -21.68%,-102.7%,
Sell,2023-06-05 - 2023-06-06,1 days,2023-06-21,281.64,2023-06-23,288.73,2 days,-2.5%,Fall by -0.57%,-105.2%,
Sell,2023-06-23 - 2023-06-26,1 days,2023-07-17,310.62,2023-07-25,294.47,6 days,5.2%,Fall by 8.81%,-100.0%,
Sell,2023-07-13 - 2023-07-19,4 days,2023-07-24,291.61,2023-07-27,311.71,3 days,-6.9%,Fall by 2.87%,-106.9%,
Sell,2023-07-19 - 2023-07-28,7 days,2023-08-02,314.31,2023-08-04,310.73,2 days,1.1%,Fall by 9.88%,-105.8%,
Buy,2023-08-17 - 2023-08-18,1 days,2023-09-05,300.15,2023-10-06,315.43,23 days,5.1%,Rise by 9.22%,-100.7%,
Sell,2023-09-07 - 2023-09-11,2 days,2023-09-18,302.55,2023-09-22,299.08,4 days,1.1%,Fall by 4.69%,-99.5%,
Sell,2023-10-11 - 2023-10-12,1 days,2023-10-20,308.65,2023-10-27,296.73,5 days,3.9%,Fall by -2.85%,-95.7%,
Sell,2023-11-14 - 2023-11-15,1 days,2023-11-27,334.7,2023-12-05,318.29,6 days,4.9%,Fall by -28.52%,-90.7%,
Sell,2024-01-29 - 2024-01-30,1 days,2024-02-06,454.72,2024-02-07,469.59,1 days,-3.3%,Fall by 5.4%,-94.0%,
Buy,2024-02-02 - 2024-02-12,6 days,2024-02-14,473.28,2024-03-01,502.3,12 days,6.1%,Rise by 8.22%,-87.9%,
Sell,2024-03-04 - 2024-03-08,4 days,2024-03-25,503.02,2024-04-02,497.37,6 days,1.1%,Fall by 12.25%,-86.8%,
Sell,2024-05-16 - 2024-05-28,8 days,2024-05-31,466.83,2024-06-05,495.06,3 days,-6.0%,Fall by 2.87%,-92.8%,
Sell,2024-06-27 - 2024-07-08,7 days,2024-07-12,498.87,2024-07-18,475.85,4 days,4.6%,Fall by -0.28%,-88.2%,
Buy,2024-07-17 - 2024-07-25,6 days,2024-07-29,465.71,2024-08-01,497.74,3 days,6.9%,Rise by 15.38%,-81.3%,
Sell,2024-08-15 - 2024-08-22,5 days,2024-08-27,519.1,2024-08-29,518.22,2 days,0.2%,Fall by -6.74%,-81.2%,
Sell,2024-10-04 - 2024-10-07,1 days,2024-10-16,576.79,2024-10-18,576.47,2 days,0.1%,Fall by 3.94%,-81.1%,
Sell,2024-11-11 - 2024-11-12,1 days,2024-11-15,554.08,2024-11-26,573.54,7 days,-3.5%,Fall by -5.63%,-84.6%,
Sell,2024-12-04 - 2024-12-06,2 days,2024-12-13,620.35,2024-12-23,599.85,6 days,3.3%,Fall by 14.3%,-81.3%,
Sell,2025-01-27 - 2025-01-28,1 days,2025-02-03,697.46,2025-02-10,717.4,5 days,-2.9%,Fall by 10.29%,-84.2%,
Sell,2025-02-13 - 2025-02-14,1 days,2025-02-20,694.84,2025-02-26,673.7,4 days,3.0%,Fall by 13.94%,-81.1%,
Buy,2025-02-25 - 2025-03-04,5 days,2025-03-11,605.71,2025-04-03,531.62,17 days,-12.2%,Rise by -12.23%,-93.4%,
Buy,2025-03-20 - 2025-03-31,7 days,2025-04-02,583.93,2025-04-04,504.73,2 days,-13.6%,Rise by -17.0%,-106.9%,
Sell,2025-05-06 - 2025-05-08,2 days,2025-05-16,640.34,2025-05-20,637.1,2 days,0.5%,Fall by -8.57%,-106.4%,
Sell,2025-05-14 - 2025-06-06,17 days,2025-06-13,682.87,2025-06-16,702.12,1 days,-2.8%,Fall by -1.81%,-109.2%,
Sell,2025-08-14 - 2025-08-15,1 days,2025-08-20,747.72,2025-08-21,739.1,1 days,1.2%,Fall by 5.67%,-108.1%,
Sell,2025-09-18 - 2025-09-19,1 days,2025-09-24,760.66,2025-09-29,743.4,3 days,2.3%,Fall by 7.28%,-105.8%,
Buy,2025-10-03 - 2025-10-06,1 days,2025-10-15,717.55,2025-10-15,717.55,0 days,0.0%,Rise by -9.64%,-105.8%,
