Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2008-06-30,909.28,2008-09-30,656.08,66 days,2008-03-31/650.88,-27.85%,-27.85%,Rise by -74.44%,-27.85%,
Buy,2011-03-31,340.8,2011-09-30,243.92,131 days,2010-03-31/322.32,-28.43%,-28.43%,Rise by -10.54%,-56.27%,
Buy,2014-06-30,311.04,2014-12-31,162.88,132 days,2013-09-30/294.8,-47.63%,-47.63%,Rise by -56.69%,-103.91%,
Buy,2017-12-31,96.08,2020-03-31,33.68,586 days,2016-12-31/93.76,-64.95%,-64.95%,Rise by 29.23%,-168.85%,
Buy,2022-03-31,74.12,2022-03-31,74.12,0 days,2021-12-31/54.36,0.00%,0.00%,Rise by 0%,-168.85%,
