Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2010-11-07,37.2,2013-04-14,60.55,634 days,2010-05-02/36.84,62.77%,62.77%,Rise by 17.1%,62.77%,
Buy,2013-10-27,69.26,2015-06-21,112.62,429 days,2013-05-12/67.2,62.60%,62.60%,Rise by 9.89%,125.37%,
Buy,2015-11-22,120.07,2016-01-17,93.9,39 days,2015-08-02/120.0,-21.80%,-21.80%,Rise by -17.34%,103.58%,
Buy,2016-12-11,104.86,2020-12-13,175.72,1044 days,2016-05-15/100.52,67.58%,67.58%,Rise by 10.24%,171.15%,
Buy,2021-02-14,187.67,2021-11-28,148.11,204 days,2021-01-03/181.18,-21.08%,-21.08%,Rise by -1.89%,150.07%,
Buy,2024-02-04,97.13,2024-02-04,97.13,0 days,2023-11-26/96.06,0.00%,0.00%,Rise by 0%,150.07%,
