Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-08-10,112.43,2022-11-09,86.75,65 days,2022-06-02/110.87,-22.84%,-22.84%,Rise by 3.52%,-22.84%
Buy,2023-01-25,108.12,2023-07-17,85.56,123 days,2022-10-31/106.54,-20.87%,-20.87%,Rise by -11.08%,-43.71%
Buy,2023-11-09,90.34,2023-11-09,90.34,0 days,2023-08-16/86.35,0.00%,0.00%,Rise by 0%,-43.71%
