Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-02-26,108.15,2020-03-02,107.41,Sell,2 days,Fall by 11.150000%,0.68
2020-05-20,99.98,2020-05-29,101.99,Buy,6 days,Rise by 4.780000%,2.01
2020-06-24,101.96,2020-06-30,101.16,Sell,3 days,Fall by -2.370000%,0.78
2020-09-04,105.06,2020-09-09,105.2,Sell,2 days,Fall by 1.880000%,-0.13
2020-11-17,107.13,2020-11-30,107.53,Buy,8 days,Rise by 1.980000%,0.37
2021-01-27,108.54,2021-02-05,109.26,Sell,6 days,Fall by 1.010000%,-0.66
2021-11-05,109.3,2022-12-19,90.79,Buy,290 days,Rise by -0.860000%,-16.94
2021-12-23,108.78,2022-12-19,90.79,Buy,256 days,Rise by -4.120000%,-16.54
2022-02-04,104.57,2022-02-16,103.68,Sell,7 days,Fall by 4.750000%,0.85
2022-02-11,103.13,2022-02-16,103.68,Sell,2 days,Fall by 3.420000%,-0.53
2023-01-06,92.44,2023-01-12,93.88,Buy,3 days,Rise by 2.370000%,1.56
2023-05-02,91.56,2023-05-10,91.79,Sell,5 days,Fall by 1.470000%,-0.25
2023-05-24,90.3,2023-05-26,90.78,Sell,1 days,Fall by -0.660000%,-0.53
2023-06-22,91.18,2023-06-28,91.87,Sell,3 days,Fall by 0.150000%,-0.76
2023-06-27,91.34,2023-07-17,92.32,Buy,13 days,Rise by 1.590000%,1.07
2023-07-10,91.01,2023-07-14,92.14,Buy,3 days,Rise by 1.910000%,1.24
2023-09-27,90.07,2023-10-05,88.88,Sell,5 days,Fall by 2.340000%,1.32
2023-10-03,88.43,2023-10-06,89.04,Sell,2 days,Fall by 0.530000%,-0.69
2023-11-01,89.24,2023-11-07,90.8,Buy,3 days,Rise by 6.900000%,1.75
2023-11-03,91.24,2023-11-24,91.87,Buy,14 days,Rise by 4.560000%,0.69
2024-03-26,94.84,2024-04-04,93.96,Sell,6 days,Fall by 2.390000%,0.93
2024-07-01,93.65,2024-07-05,94.59,Sell,3 days,Fall by -0.580000%,-1.0
2024-07-12,95.24,2024-07-30,95.47,Buy,11 days,Rise by 0.630000%,0.24
2024-08-02,94.79,2024-08-08,95.07,Sell,3 days,Fall by -1.200000%,-0.3
2024-12-13,96.43,2024-12-20,95.38,Sell,4 days,Fall by 1.170000%,1.09
2024-12-18,95.42,2024-12-20,95.38,Sell,1 days,Fall by 0.130000%,0.04
2025-04-04,92.45,2025-04-09,93.69,Sell,2 days,Fall by -4.080000%,-1.34
2025-05-13,95.8,2025-06-25,96.71,Buy,30 days,Rise by 1.530000%,0.95
