Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-12-06,53.52,2016-04-03,41.8,2015-11-29,Buy,17 Weeks,-21.9%,Rise by -27.88%,-21.9%,Normal Case
2016-02-14,36.24,2016-09-25,40.54,2016-02-07,Buy,32 Weeks,11.87%,Rise by 64.68%,-10.03%,Absolute Extrema Case
2016-05-01,43.88,2016-09-25,40.54,2016-04-24,Buy,21 Weeks,-7.61%,Rise by -12.83%,-17.64%,Normal Case
2016-05-08,40.49,2016-09-25,40.54,2016-04-17,Buy,20 Weeks,0.12%,Rise by -11.36%,-17.52%,Normal Case
2016-05-22,39.96,2016-09-25,40.54,2016-05-15,Buy,18 Weeks,1.45%,Rise by -10.19%,-16.07%,Normal Case
2016-09-04,41.04,2016-11-06,46.27,2016-08-28,Buy,9 Weeks,12.74%,Rise by 65.74%,-3.33%,Normal Case
2016-09-11,39.96,2017-02-12,64.48,2016-09-04,Buy,22 Weeks,61.36%,Rise by 70.22%,58.04%,Normal Case
2016-10-16,48.58,2017-02-12,64.48,2016-08-07,Buy,17 Weeks,32.73%,Rise by 40.02%,90.76%,Local Extrema Case
2016-10-16,48.58,2017-02-12,64.48,2016-10-09,Buy,17 Weeks,32.73%,Rise by 40.02%,123.49%,Normal Case
2016-10-30,49.66,2017-02-12,64.48,2016-10-23,Buy,15 Weeks,29.84%,Rise by 36.97%,153.34%,Normal Case
2017-01-01,58.89,2017-03-19,62.05,2015-11-15,Buy,11 Weeks,5.37%,Rise by 15.5%,158.7%,Tangent Case
2017-01-01,58.89,2017-03-19,62.05,2016-12-18,Buy,11 Weeks,5.37%,Rise by 15.5%,164.07%,Normal Case
2017-01-15,61.65,2017-03-19,62.05,2016-12-25,Buy,9 Weeks,0.65%,Rise by -12.26%,164.72%,Normal Case
2017-01-29,66.01,2017-08-06,58.08,2017-01-22,Buy,27 Weeks,-12.01%,Rise by -10.6%,152.7%,Normal Case
2017-04-02,62.31,2017-08-06,58.08,2017-03-26,Buy,18 Weeks,-6.79%,Rise by -10.54%,145.92%,Normal Case
2017-04-09,63.7,2017-08-06,58.08,2017-03-19,Buy,17 Weeks,-8.82%,Rise by -12.5%,137.09%,Normal Case
2017-07-02,57.25,2017-10-08,62.04,2017-06-25,Buy,14 Weeks,8.37%,Rise by 12.21%,145.46%,Normal Case
2017-08-13,55.75,2018-01-21,74.21,2017-08-06,Buy,23 Weeks,33.11%,Rise by 40.66%,178.57%,Normal Case
2017-08-27,58.14,2018-01-21,74.21,2017-08-20,Buy,21 Weeks,27.64%,Rise by 34.88%,206.21%,Normal Case
2017-09-03,64.24,2018-01-21,74.21,2017-08-13,Buy,20 Weeks,15.52%,Rise by 22.07%,221.73%,Normal Case
2017-10-01,62.7,2018-01-21,74.21,2017-09-24,Buy,16 Weeks,18.36%,Rise by 25.07%,240.09%,Normal Case
