Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,5.99,2016-02-21,6.25,2015-11-15,Buy,13 Weeks,4.34%,Rise by 6.01%,4.34%,Absolute Extrema Case
2015-11-29,6.06,2016-02-21,6.25,2015-11-08,Buy,12 Weeks,3.14%,Rise by 4.79%,7.48%,Normal Case
2015-12-06,6.2,2016-02-21,6.25,2015-11-29,Buy,11 Weeks,0.81%,Rise by 2.42%,8.28%,Normal Case
2015-12-13,6.25,2016-02-21,6.25,2015-12-06,Buy,10 Weeks,0.0%,Rise by 1.6%,8.28%,Normal Case
2015-12-20,6.15,2016-02-21,6.25,2015-12-13,Buy,9 Weeks,1.63%,Rise by 12.2%,9.91%,Normal Case
2016-01-24,6.17,2016-05-22,6.7,2016-01-17,Buy,17 Weeks,8.59%,Rise by 11.83%,18.5%,Normal Case
2016-01-31,6.35,2016-05-22,6.7,2016-01-10,Buy,16 Weeks,5.51%,Rise by 8.66%,24.01%,Normal Case
2016-02-07,6.33,2016-05-22,6.7,2016-01-31,Buy,15 Weeks,5.85%,Rise by 9.0%,29.86%,Normal Case
2016-05-01,6.62,2016-08-07,6.75,2016-04-24,Buy,14 Weeks,1.96%,Rise by 6.34%,31.82%,Normal Case
2016-05-22,6.7,2016-08-07,6.75,2016-05-15,Buy,11 Weeks,0.75%,Rise by 5.07%,32.57%,Normal Case
2016-08-07,6.75,2016-12-04,6.65,2016-07-24,Buy,17 Weeks,-1.48%,Rise by 2.67%,31.08%,Normal Case
2016-08-28,6.83,2016-12-04,6.65,2016-08-21,Buy,14 Weeks,-2.64%,Rise by 1.46%,28.45%,Normal Case
2016-09-11,7.04,2016-12-04,6.65,2016-09-04,Buy,12 Weeks,-5.54%,Rise by -1.56%,22.91%,Normal Case
2016-10-16,6.55,2016-12-25,6.86,2016-07-03,Buy,10 Weeks,4.73%,Rise by 5.8%,27.64%,Local Extrema Case
2016-10-16,6.55,2016-12-25,6.86,2016-10-09,Buy,10 Weeks,4.73%,Rise by 5.8%,32.37%,Normal Case
2016-11-06,6.34,2017-03-26,7.21,2016-10-30,Buy,20 Weeks,13.72%,Rise by 18.14%,46.1%,Normal Case
2017-01-01,6.75,2017-03-26,7.21,2016-12-18,Buy,12 Weeks,6.81%,Rise by 10.96%,52.91%,Normal Case
2017-03-12,7.2,2017-05-28,7.53,2017-03-05,Buy,11 Weeks,4.58%,Rise by 12.5%,57.49%,Normal Case
2017-03-26,7.21,2017-05-28,7.53,2017-03-19,Buy,9 Weeks,4.44%,Rise by 12.34%,61.93%,Normal Case
2017-04-02,7.49,2017-07-09,7.66,2017-03-26,Buy,14 Weeks,2.27%,Rise by 8.14%,64.2%,Normal Case
2017-05-21,7.51,2017-08-27,7.85,2017-04-30,Buy,14 Weeks,4.53%,Rise by 7.86%,68.73%,Normal Case
2017-07-02,7.66,2017-12-10,7.62,2017-06-18,Buy,23 Weeks,-0.52%,Rise by 4.18%,68.21%,Normal Case
2017-07-09,7.66,2017-12-10,7.62,2017-06-25,Buy,22 Weeks,-0.52%,Rise by 4.18%,67.69%,Normal Case
2017-08-13,8.1,2017-12-10,7.62,2017-08-06,Buy,17 Weeks,-5.93%,Rise by -1.48%,61.76%,Normal Case
2017-08-27,7.85,2017-12-10,7.62,2017-08-20,Buy,15 Weeks,-2.93%,Rise by 1.66%,58.83%,Normal Case
2017-10-01,7.78,2017-12-10,7.62,2017-09-24,Buy,10 Weeks,-2.06%,Rise by 2.57%,56.77%,Normal Case
2017-11-19,7.82,2018-02-18,7.53,2017-11-12,Buy,13 Weeks,-3.71%,Rise by 1.02%,53.06%,Normal Case
2017-12-31,7.67,2018-07-01,7.82,2017-12-24,Buy,26 Weeks,1.96%,Rise by 6.91%,55.02%,Normal Case
2018-02-04,7.9,2018-07-01,7.82,2018-01-28,Buy,21 Weeks,-1.01%,Rise by 3.8%,54.01%,Normal Case
2018-03-25,7.51,2018-07-01,7.82,2018-03-11,Buy,14 Weeks,4.13%,Rise by 9.19%,58.14%,Normal Case
2018-04-01,7.57,2018-07-01,7.82,2018-03-18,Buy,13 Weeks,3.3%,Rise by 8.32%,61.44%,Normal Case
