Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-09 - 2020-01-10,1 days,2020-01-17,107.05,2020-01-22,110.12,3 days,-2.9%,Fall by 6.12%,-2.9%
Sell,2020-02-05 - 2020-02-13,6 days,2020-02-19,110.71,2020-02-21,109.44,2 days,1.1%,Fall by 15.81%,-1.7%
Buy,2020-03-27 - 2020-04-02,4 days,2020-04-06,105.54,2020-04-08,116.9,2 days,10.8%,Rise by 97.99%,9.0%
Sell,2020-05-08 - 2020-05-11,1 days,2020-05-14,162.16,2020-05-15,169.28,1 days,-4.4%,Fall by -1.38%,4.7%
Sell,2020-05-11 - 2020-05-19,6 days,2020-05-27,165.03,2020-05-28,170.29,1 days,-3.2%,Fall by -14.91%,1.5%
Sell,2020-06-15 - 2020-06-16,1 days,2020-06-24,193.94,2020-06-26,193.41,2 days,0.3%,Fall by 2.22%,1.7%
Sell,2020-07-06 - 2020-07-07,1 days,2020-07-10,208.96,2020-07-15,191.07,3 days,8.6%,Fall by 8.0%,10.3%
Sell,2020-10-16 - 2020-10-19,1 days,2020-10-28,200.39,2020-11-03,209.54,4 days,-4.6%,Fall by 12.86%,5.7%
Sell,2021-02-03 - 2021-02-09,4 days,2021-02-12,176.6,2021-02-18,170.31,4 days,3.6%,Fall by 23.28%,9.3%
Buy,2021-02-17 - 2021-02-24,5 days,2021-02-26,172.0,2021-03-04,135.49,4 days,-21.2%,Rise by -11.83%,-11.9%
Sell,2021-04-19 - 2021-04-30,9 days,2021-05-05,146.6,2021-05-12,138.15,5 days,5.8%,Fall by 9.27%,-6.2%
Sell,2021-07-08 - 2021-07-09,1 days,2021-07-14,161.61,2021-07-16,157.52,2 days,2.5%,Fall by -8.13%,-3.6%
Sell,2021-08-31 - 2021-09-01,1 days,2021-09-07,200.92,2021-09-15,199.93,6 days,0.5%,Fall by 13.03%,-3.1%
Sell,2021-11-16 - 2021-11-22,4 days,2021-11-25,202.39,2021-11-26,201.7,1 days,0.3%,Fall by 11.68%,-2.8%
Buy,2021-12-03 - 2021-12-06,1 days,2021-12-21,173.46,2022-01-18,155.31,20 days,-10.5%,Rise by -10.46%,-13.3%
Buy,2022-01-07 - 2022-01-10,1 days,2022-01-25,149.88,2022-01-28,160.59,3 days,7.1%,Rise by 13.56%,-6.1%
Sell,2022-02-01 - 2022-02-02,1 days,2022-02-11,159.51,2022-02-25,145.75,10 days,8.6%,Fall by 10.14%,2.5%
Buy,2022-02-22 - 2022-02-24,2 days,2022-03-03,147.2,2022-03-09,157.79,4 days,7.2%,Rise by -12.22%,9.7%
Sell,2022-03-17 - 2022-03-18,1 days,2022-03-25,164.32,2022-03-31,163.62,4 days,0.4%,Fall by 10.83%,10.1%
Buy,2022-04-12 - 2022-04-22,8 days,2022-04-26,141.13,2022-06-14,121.85,35 days,-13.7%,Rise by 3.45%,-3.5%
Buy,2022-06-14 - 2022-06-16,2 days,2022-06-20,126.72,2022-06-23,137.01,3 days,8.1%,Rise by 33.81%,4.6%
Sell,2022-08-08 - 2022-08-10,2 days,2022-08-22,157.31,2022-09-08,144.55,13 days,8.1%,Fall by 11.59%,12.7%
Buy,2022-08-31 - 2022-09-13,9 days,2022-09-15,142.87,2022-11-11,156.18,41 days,9.3%,Rise by 11.03%,22.0%
Buy,2022-09-22 - 2022-09-23,1 days,2022-09-30,137.07,2022-10-17,144.49,11 days,5.4%,Rise by 15.73%,27.4%
Sell,2022-10-06 - 2022-10-18,8 days,2022-10-24,141.52,2022-10-28,149.39,4 days,-5.6%,Fall by -1.56%,21.9%
Sell,2022-11-01 - 2022-11-11,8 days,2022-11-17,151.15,2022-11-23,150.12,4 days,0.7%,Fall by 7.22%,22.5%
Sell,2022-12-02 - 2022-12-13,7 days,2022-12-20,147.43,2022-12-29,151.82,7 days,-3.0%,Fall by 4.88%,19.6%
Buy,2022-12-28 - 2023-01-06,7 days,2023-01-10,152.0,2023-02-07,164.27,20 days,8.1%,Rise by 9.18%,27.6%
Buy,2023-01-16 - 2023-01-17,1 days,2023-01-26,148.66,2023-02-01,156.15,4 days,5.0%,Rise by 11.63%,32.7%
Sell,2023-02-07 - 2023-02-09,2 days,2023-02-17,159.02,2023-02-23,156.26,4 days,1.7%,Fall by -12.56%,34.4%
Sell,2023-05-01 - 2023-05-02,1 days,2023-05-17,182.48,2023-05-26,188.82,7 days,-3.5%,Fall by 3.44%,30.9%
Sell,2023-05-29 - 2023-06-07,7 days,2023-06-22,173.96,2023-06-28,179.56,4 days,-3.2%,Fall by 8.92%,27.7%
Buy,2023-06-09 - 2023-06-23,10 days,2023-06-27,177.32,2023-08-09,158.44,31 days,-10.6%,Rise by 6.79%,17.1%
Sell,2023-07-05 - 2023-07-18,9 days,2023-07-21,186.6,2023-07-25,183.5,2 days,1.7%,Fall by 15.09%,18.7%
Buy,2023-10-13 - 2023-10-16,1 days,2023-10-30,133.95,2023-11-02,143.69,3 days,7.3%,Rise by 15.93%,26.0%
Sell,2023-11-09 - 2023-11-14,3 days,2023-11-24,150.53,2023-12-01,154.65,5 days,-2.7%,Fall by 9.15%,23.3%
Sell,2024-01-18 - 2024-01-22,2 days,2024-02-01,164.21,2024-02-07,157.48,4 days,4.1%,Fall by 14.33%,27.4%
Buy,2024-02-22 - 2024-02-29,5 days,2024-03-04,153.8,2024-07-02,161.83,86 days,5.2%,Rise by 0.13%,32.6%
Buy,2024-04-30 - 2024-05-08,6 days,2024-05-10,149.47,2024-07-02,161.83,37 days,8.3%,Rise by 13.97%,40.9%
Sell,2024-07-24 - 2024-07-31,5 days,2024-08-06,143.62,2024-08-08,151.75,2 days,-5.7%,Fall by 6.73%,35.2%
Buy,2024-08-06 - 2024-08-07,1 days,2024-08-15,153.83,2024-08-28,133.95,9 days,-12.9%,Rise by 6.55%,22.3%
Buy,2024-10-18 - 2024-10-21,1 days,2024-11-01,166.0,2024-11-26,177.2,17 days,6.7%,Rise by 12.04%,29.0%
Sell,2024-11-29 - 2024-12-02,1 days,2024-12-10,185.47,2024-12-23,177.33,9 days,4.4%,Fall by 8.21%,33.4%
Buy,2024-12-20 - 2025-01-02,9 days,2025-01-13,170.25,2025-02-24,151.4,30 days,-11.1%,Rise by -11.07%,22.3%
Buy,2025-01-07 - 2025-01-29,16 days,2025-02-04,170.65,2025-02-24,151.4,14 days,-11.3%,Rise by -11.28%,11.1%
Buy,2025-02-24 - 2025-02-25,1 days,2025-03-07,162.05,2025-04-09,171.22,23 days,5.7%,Rise by 24.25%,16.7%
Sell,2025-03-11 - 2025-03-25,10 days,2025-03-28,155.24,2025-04-02,160.89,3 days,-3.6%,Fall by -25.77%,13.1%
