Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-15,0.7722,2021-02-17,0.8,2020-12-10-2021-01-28,0.7889-0.7889,Sell,2 days,-3.6%,Fall by -1.39%,-3.6%,
2021-05-20,0.8556,2021-05-20,0.8556,2020-11-04-2021-04-27,0.6278-0.9889,Buy,0 days,0.0%,Rise by 0%,-3.6%,
2021-06-28,0.85,2021-06-30,0.8222,2021-04-27-2021-05-31,0.8222-0.9667,Sell,2 days,3.27%,Fall by 8.1%,-0.33%,
2021-08-12,0.7944,2021-08-12,0.7944,2021-04-27-2021-07-28,0.7722-0.9667,Sell,0 days,-0.0%,Fall by 0%,-0.33%,
2021-09-22,0.7444,2021-09-22,0.7444,2020-12-10-2021-09-06,0.7667-0.7889,Sell,0 days,-0.0%,Fall by 0%,-0.33%,
2021-09-23,0.7444,2021-09-24,0.7389,2020-11-04-2021-04-27,0.6278-0.9889,Sell,1 days,0.74%,Fall by 4.51%,0.41%,
2021-11-05,0.7111,2021-11-08,0.7111,2020-12-10-2021-10-15,0.7111-0.7889,Sell,1 days,-0.0%,Fall by -4.68%,0.41%,
2021-11-09,0.7111,2021-11-10,0.7167,2021-06-25-2021-10-15,0.7111-0.8333,Sell,1 days,-0.79%,Fall by -3.86%,-0.38%,
2021-12-10,0.7722,2021-12-10,0.7722,2020-12-10-2021-11-19,0.7167-0.7889,Sell,0 days,-0.0%,Fall by 0%,-0.38%,
2022-02-01,0.7444,2022-12-22,0.7778,2021-11-19-2022-01-14,0.6889-0.8111,Buy,232 days,4.49%,Rise by 5.0%,4.11%,
2022-03-08,0.7778,2022-03-21,0.7889,2022-01-14-2022-02-01,0.7667-0.7889,Sell,9 days,-1.43%,Fall by 3.52%,2.68%,
2022-03-28,0.7778,2022-12-22,0.7778,2022-02-01-2022-03-18,0.7444-0.8,Buy,193 days,0.0%,Rise by 5.0%,2.68%,
2022-06-02,0.75,2022-06-02,0.75,2022-01-14-2022-05-19,0.7611-0.7889,Sell,0 days,-0.0%,Fall by 0%,2.68%,
2022-06-15,0.7333,2022-06-17,0.7278,2022-02-01-2022-03-18,0.7444-0.8,Sell,2 days,0.75%,Fall by 3.82%,3.43%,
2022-08-01,0.6944,2022-08-01,0.6944,2020-12-10-2022-07-18,0.7056-0.7889,Sell,0 days,-0.0%,Fall by 0%,3.43%,
2022-08-16,0.7111,2022-08-16,0.7111,2021-04-27-2022-07-18,0.7056-0.9667,Sell,0 days,-0.0%,Fall by 0%,3.43%,
2022-08-31,0.6833,2022-09-05,0.6833,2021-11-19-2022-01-14,0.6889-0.8111,Sell,3 days,-0.0%,Fall by 0.0%,3.43%,
2022-09-23,0.7333,2022-11-04,0.7278,2022-09-08-2022-09-13,0.6667-0.7444,Buy,30 days,-0.75%,Rise by 13.74%,2.68%,
2022-09-29,0.6944,2022-09-29,0.6944,2021-04-27-2022-09-08,0.6778-0.9667,Sell,0 days,-0.0%,Fall by 0%,2.68%,
2022-09-30,0.7111,2022-10-03,0.7111,2022-08-17-2022-09-08,0.6778-0.7,Sell,1 days,-0.0%,Fall by -9.38%,2.68%,
2022-10-25,0.7,2022-11-15,0.7333,2022-01-14-2022-09-08,0.6778-0.7889,Sell,15 days,-4.76%,Fall by -6.07%,-2.08%,
2022-11-08,0.7278,2022-11-15,0.7333,2022-09-13-2022-10-14,0.6944-0.7,Sell,5 days,-0.76%,Fall by -6.07%,-2.83%,
2022-12-29,0.7889,2024-06-14,0.9333,2022-09-08-2022-12-19,0.6667-0.8333,Buy,381 days,18.3%,Rise by 36.91%,15.47%,
2023-01-16,0.8167,2023-01-23,0.7778,2022-02-01-2022-12-19,0.7444-0.8333,Buy,5 days,-4.76%,Rise by -14.28%,10.71%,
2023-01-31,0.7389,2023-02-15,0.7111,2022-02-01-2022-12-19,0.7444-0.8333,Sell,11 days,3.76%,Fall by 7.03%,14.47%,
2023-02-17,0.6667,2023-02-17,0.6667,2022-09-08-2022-12-19,0.6667-0.8333,Sell,0 days,-0.0%,Fall by 0%,14.47%,
2023-03-14,0.6611,2023-03-14,0.6611,2020-12-10-2023-02-22,0.6667-0.7889,Sell,0 days,-0.0%,Fall by 0%,14.47%,
