Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2008-12-31,1.22,2011-03-31,0.97,586 days,2006-12-31/1.1647,-20.10%,-20.10%,Rise by -12.12%,-20.10%,
Buy,2013-06-30,1.05,2013-06-30,1.05,0 days,2011-09-30/1.0373,0.00%,0.00%,Rise by 0%,-20.10%,
