Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-29,125.44,2016-05-01,90.03,2015-11-08,Buy,22 Weeks,-28.23%,Rise by -17.06%,-28.23%,Normal Case,
2015-12-06,130.93,2016-05-01,90.03,2015-11-29,Buy,21 Weeks,-31.24%,Rise by -23.07%,-59.47%,Normal Case,
2015-12-20,118.02,2016-05-01,90.03,2015-11-22,Buy,19 Weeks,-23.72%,Rise by -29.85%,-83.18%,Absolute Extrema Case,
2016-05-22,92.49,2016-11-13,114.78,2016-05-15,Buy,25 Weeks,24.1%,Rise by 37.85%,-59.08%,Normal Case,
2016-08-28,97.58,2016-11-13,114.78,2016-08-21,Buy,11 Weeks,17.63%,Rise by 30.66%,-41.46%,Normal Case,
2016-09-04,97.38,2016-11-13,114.78,2016-08-28,Buy,10 Weeks,17.87%,Rise by 30.93%,-23.59%,Normal Case,
2016-10-16,101.47,2017-02-05,140.25,2016-10-02,Buy,16 Weeks,38.22%,Rise by 42.72%,14.63%,Normal Case,
2016-10-23,127.5,2017-02-05,140.25,2016-10-09,Buy,15 Weeks,10.0%,Rise by 13.58%,24.63%,Normal Case,
2016-11-06,122.03,2017-02-05,140.25,2016-10-23,Buy,13 Weeks,14.93%,Rise by 18.68%,39.56%,Normal Case,
2016-12-11,122.88,2017-03-05,139.14,2016-11-27,Buy,12 Weeks,13.23%,Rise by 17.85%,52.79%,Normal Case,
2017-01-01,123.8,2017-03-05,139.14,2016-12-25,Buy,9 Weeks,12.39%,Rise by 33.42%,65.18%,Normal Case,
2017-03-26,142.02,2017-06-25,158.02,2017-03-19,Buy,13 Weeks,11.27%,Rise by 16.31%,76.45%,Normal Case,
2017-04-02,147.81,2017-06-25,158.02,2017-03-12,Buy,12 Weeks,6.91%,Rise by 11.75%,83.36%,Normal Case,
2017-04-16,142.92,2017-06-25,158.02,2015-11-15,Buy,10 Weeks,10.57%,Rise by 15.58%,93.92%,Tangent Case,
2017-05-21,157.02,2017-08-06,180.27,2017-05-07,Buy,11 Weeks,14.81%,Rise by 20.07%,108.73%,Normal Case,
2017-07-02,149.41,2017-11-05,200.01,2017-06-18,Buy,18 Weeks,33.87%,Rise by 33.87%,142.6%,Normal Case,
2017-08-13,171.4,2017-11-05,200.01,2017-07-23,Buy,12 Weeks,16.69%,Rise by 16.69%,159.29%,Normal Case,
