Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2010-12-26,90.65,2011-08-07,68.87,159 days,2010-10-17/88.7719,-24.03%,-24.03%,Rise by -13.07%,-24.03%,
Buy,2013-01-06,75.68,2015-02-15,123.88,549 days,2012-06-10/75.6281,63.68%,63.68%,Rise by 12.62%,39.66%,
Buy,2017-05-21,97.45,2020-09-20,158.25,869 days,2017-04-02/96.6938,62.39%,62.39%,Rise by 15.63%,102.04%,
Buy,2020-10-11,187.0,2021-07-25,299.58,204 days,2000-02-20/167.4066,60.20%,60.20%,Rise by 18.92%,162.24%,
Buy,2022-01-02,357.68,2022-01-30,276.08,19 days,2021-10-17/354.125,-22.81%,-22.81%,Rise by -21.37%,139.43%,
Buy,2023-08-06,204.42,2023-08-06,204.42,0 days,2023-02-05/203.95,0.00%,0.00%,Rise by 0%,139.43%,
