Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
OSCILLATOR DELTA,BN.TO,Long,Daily,2025-08-22,60.7733,2025-09-18,65.04,7.020681779663121,19,88.0,25,24,
OSCILLATOR DELTA,BN.TO,Long,Daily,2025-04-17,45.8733,2025-04-24,48.9067,6.612561119431129,5,88.0,25,24,
