Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-05-02,19.533,2022-12-06,15.987,Buy,156 Days,-5.96,Rise by -13.22%,-18.15%,-18.15%
2022-09-01,13.937,2022-12-16,16.571,Buy,76 Days,-6.83,Rise by 4.08%,18.9%,0.75%
2024-08-01,109.21,2024-10-25,141.54,Buy,61 Days,-5.88,Rise by 19.04%,29.6%,30.35%
2025-03-06,110.57,2025-05-27,135.5,Buy,58 Days,-3.11,Rise by 10.04%,22.55%,52.9%
2025-04-01,110.15,2025-07-02,157.25,Buy,66 Days,-6.35,Rise by -12.57%,42.76%,95.66%
