Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-12-01,29955.6992,2022-08-24,30960.9004,Buy,190 Days,-7.35,Rise by 4.16%,3.36%,3.36%,
2022-03-07,26865.9004,2022-07-27,28976.3008,Buy,102 Days,-4.75,Rise by 7.86%,7.86%,11.21%,
2023-02-01,30386.6504,2023-04-24,31210.0,Buy,58 Days,-4.75,Rise by 2.12%,2.71%,13.92%,
2024-11-05,56115.4492,2025-04-29,54587.9492,Buy,125 Days,-3.4,Rise by 5.66%,-2.72%,11.2%,
2025-02-14,49654.1484,2025-04-29,54587.9492,Buy,52 Days,-3.39,Rise by -0.62%,9.94%,21.13%,
2025-03-03,47984.1484,2025-03-03,47984.1484,Buy,0 Days,-7.41,Rise by 0%,0.0%,21.13%,
2025-09-01,56825.5,2025-09-01,56825.5,Buy,0 Days,-3.98,Rise by 0%,0.0%,21.13%,
