Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,54.58,2016-04-17,55.54,2015-11-15,Buy,21 Weeks,1.76%,Rise by 5.66%,1.76%,Absolute Extrema Case,
2015-12-27,55.03,2016-04-17,55.54,2015-12-13,Buy,16 Weeks,0.93%,Rise by 4.8%,2.69%,Normal Case,
2016-02-07,52.4,2016-04-17,55.54,2016-01-31,Buy,10 Weeks,5.99%,Rise by 10.06%,8.68%,Normal Case,
2016-03-13,55.15,2016-06-12,56.76,2015-12-20,Buy,13 Weeks,2.92%,Rise by 4.57%,11.6%,Local Extrema Case,
2016-05-08,55.55,2016-08-14,57.17,2016-04-17,Buy,14 Weeks,2.92%,Rise by 5.8%,14.51%,Normal Case,
2016-05-22,56.5,2016-08-14,57.17,2016-05-15,Buy,12 Weeks,1.19%,Rise by 4.02%,15.7%,Normal Case,
2016-09-04,58.77,2017-01-22,67.45,2016-08-28,Buy,20 Weeks,14.77%,Rise by 18.46%,30.47%,Normal Case,
2016-09-11,58.07,2017-01-22,67.45,2016-09-04,Buy,19 Weeks,16.15%,Rise by 19.89%,46.62%,Normal Case,
2016-10-16,58.29,2017-01-22,67.45,2016-08-07,Buy,14 Weeks,15.71%,Rise by 19.44%,62.34%,Local Extrema Case,
2016-10-16,58.29,2017-01-22,67.45,2016-09-25,Buy,14 Weeks,15.71%,Rise by 19.44%,78.05%,Normal Case,
2016-10-23,60.0,2017-01-22,67.45,2016-10-09,Buy,13 Weeks,12.42%,Rise by 16.03%,90.47%,Normal Case,
2016-10-30,60.52,2017-01-22,67.45,2016-10-23,Buy,12 Weeks,11.45%,Rise by 15.04%,101.92%,Normal Case,
2017-01-01,66.22,2017-03-12,66.0,2016-12-18,Buy,10 Weeks,-0.33%,Rise by 5.13%,101.59%,Normal Case,
2017-01-08,67.35,2017-03-12,66.0,2016-12-25,Buy,9 Weeks,-2.0%,Rise by 3.37%,99.58%,Normal Case,
2017-01-29,68.16,2017-07-02,65.35,2017-01-22,Buy,22 Weeks,-4.12%,Rise by -3.62%,95.46%,Normal Case,
2017-04-02,66.61,2017-07-02,65.35,2017-03-26,Buy,13 Weeks,-1.89%,Rise by -1.38%,93.57%,Normal Case,
2017-04-09,66.24,2017-07-02,65.35,2017-03-19,Buy,12 Weeks,-1.34%,Rise by -0.83%,92.22%,Normal Case,
2017-07-02,65.35,2017-09-17,67.45,2017-06-25,Buy,11 Weeks,3.21%,Rise by 13.22%,95.44%,Normal Case,
2017-07-09,65.12,2017-09-17,67.45,2017-06-18,Buy,10 Weeks,3.58%,Rise by 13.62%,99.02%,Normal Case,
2017-08-27,64.82,2017-12-17,71.83,2017-08-20,Buy,16 Weeks,10.81%,Rise by 14.15%,109.83%,Normal Case,
2017-09-03,67.5,2017-12-17,71.83,2017-08-13,Buy,15 Weeks,6.41%,Rise by 9.61%,116.24%,Normal Case,
2017-10-01,70.25,2017-12-17,71.83,2017-09-24,Buy,11 Weeks,2.25%,Rise by 5.32%,118.49%,Normal Case,
2017-10-29,72.77,2018-01-28,74.05,2017-10-22,Buy,13 Weeks,1.76%,Rise by 2.93%,120.25%,Normal Case,
2017-12-31,73.65,2018-04-01,73.11,2017-12-24,Buy,13 Weeks,-0.73%,Rise by 3.08%,119.52%,Normal Case,
2018-02-04,73.94,2018-04-08,71.33,2018-01-28,Buy,9 Weeks,-3.53%,Rise by 4.14%,115.99%,Normal Case,
2018-03-04,74.63,2018-06-10,75.2,2018-02-25,Buy,14 Weeks,0.76%,Rise by 3.18%,116.75%,Normal Case,
2018-04-29,72.26,2018-07-08,75.98,2018-04-22,Buy,10 Weeks,5.15%,Rise by 6.56%,121.9%,Normal Case,
2018-05-06,72.93,2018-07-08,75.98,2018-04-29,Buy,9 Weeks,4.18%,Rise by 5.58%,126.08%,Normal Case,
2018-06-03,75.02,2018-10-07,77.03,2018-05-20,Buy,18 Weeks,2.68%,Rise by 6.17%,128.76%,Normal Case,
2018-06-24,77.0,2018-10-07,77.03,2018-06-17,Buy,15 Weeks,0.04%,Rise by 3.44%,128.8%,Normal Case,
2018-07-08,75.98,2018-10-07,77.03,2018-06-24,Buy,13 Weeks,1.38%,Rise by 4.83%,130.18%,Normal Case,
2018-08-19,78.7,2018-12-23,66.15,2018-08-12,Buy,18 Weeks,-15.95%,Rise by -11.27%,114.24%,Normal Case,
2018-11-04,72.91,2019-03-17,75.57,2018-10-28,Buy,19 Weeks,3.65%,Rise by 4.54%,117.89%,Normal Case,
2019-05-26,76.1,2019-10-20,74.1,2019-05-12,Buy,21 Weeks,-2.63%,Rise by 0.91%,115.26%,Normal Case,
2019-06-02,73.9,2019-10-20,74.1,2019-05-26,Buy,20 Weeks,0.27%,Rise by 3.91%,115.53%,Normal Case,
