Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
SIGMASHELL,ATD.TO,Long,Daily,2025-03-03,70.81,2025-04-28,72.9,2.9515605140516925,40,83.33,6,52
SIGMASHELL,ATD.TO,Long,Daily,2024-10-01,74.2,2025-04-28,72.9,-1.7520215633423142,149,83.33,6,52
