Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2019-12-20 - 2019-12-31,7 days,2020-01-07,42.81,2020-02-06,46.15,22 days,7.8%,Rise by 7.8%,7.8%,
Sell,2020-01-21 - 2020-01-23,2 days,2020-01-30,44.42,2020-01-31,44.39,1 days,0.1%,Fall by 10.51%,7.9%,
Buy,2020-02-26 - 2020-02-28,2 days,2020-03-03,41.98,2020-03-12,35.09,7 days,-16.4%,Rise by -18.56%,-8.5%,
Buy,2020-02-28 - 2020-03-09,6 days,2020-03-13,38.6,2020-03-16,33.2,1 days,-14.0%,Rise by -13.24%,-22.5%,
Sell,2020-03-06 - 2020-03-11,3 days,2020-03-17,33.26,2020-03-19,34.19,2 days,-2.8%,Fall by -25.44%,-25.3%,
Buy,2020-03-18 - 2020-03-23,3 days,2020-03-25,33.66,2020-04-07,36.7,9 days,9.0%,Rise by 22.04%,-16.3%,
Sell,2020-04-17 - 2020-04-20,1 days,2020-04-24,40.71,2020-04-27,40.55,1 days,0.4%,Fall by -2.48%,-15.9%,
Buy,2020-05-14 - 2020-05-19,3 days,2020-05-28,43.2,2020-07-10,45.85,31 days,6.1%,Rise by 9.88%,-9.8%,
Sell,2020-05-21 - 2020-05-22,1 days,2020-05-27,42.39,2020-06-03,44.33,5 days,-4.6%,Fall by -0.73%,-14.3%,
Sell,2020-05-29 - 2020-06-01,1 days,2020-06-05,43.43,2020-06-10,43.4,3 days,0.1%,Fall by 1.68%,-14.3%,
Buy,2020-06-16 - 2020-06-24,6 days,2020-06-26,42.5,2020-07-09,45.33,9 days,6.7%,Rise by 11.69%,-7.6%,
Sell,2020-07-14 - 2020-07-15,1 days,2020-07-24,46.02,2020-07-30,47.47,4 days,-3.2%,Fall by 7.21%,-10.8%,
Sell,2020-08-24 - 2020-08-27,3 days,2020-09-01,43.02,2020-09-02,45.98,1 days,-6.9%,Fall by 4.11%,-17.7%,
Sell,2020-09-04 - 2020-09-10,4 days,2020-09-16,43.3,2020-09-18,44.71,2 days,-3.3%,Fall by 4.73%,-20.9%,
Buy,2020-10-21 - 2020-10-28,5 days,2020-11-02,41.84,2020-11-05,45.82,3 days,9.5%,Rise by 8.48%,-11.4%,
Sell,2020-12-17 - 2020-12-18,1 days,2020-12-24,44.75,2020-12-30,44.15,4 days,1.3%,Fall by 17.36%,-10.1%,
Buy,2021-02-19 - 2021-02-23,2 days,2021-02-25,38.59,2021-03-05,40.58,6 days,5.2%,Rise by 8.55%,-4.9%,
Sell,2021-03-08 - 2021-03-09,1 days,2021-03-17,41.56,2021-03-19,40.13,2 days,3.4%,Fall by 0.07%,-1.5%,
Sell,2021-06-14 - 2021-06-15,1 days,2021-06-21,43.58,2021-06-30,46.12,7 days,-5.8%,Fall by -10.88%,-7.3%,
Sell,2021-07-13 - 2021-07-16,3 days,2021-07-28,49.52,2021-07-30,50.97,2 days,-2.9%,Fall by 2.42%,-10.2%,
Sell,2021-08-04 - 2021-08-23,13 days,2021-08-26,51.21,2021-09-03,50.73,6 days,0.9%,Fall by 5.64%,-9.3%,
Buy,2021-09-20 - 2021-09-28,6 days,2021-10-05,48.5,2021-11-17,52.26,31 days,7.8%,Rise by 7.75%,-1.5%,
