Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2008-06-30,3194.6101,2008-09-30,3090.22,2003-03-31-2007-06-30,1869.72-4342.7002,Sell,66 days,3.27%,Fall by -7.08%,3.27%,
2009-09-30,3161.0601,2009-09-30,3161.0601,2003-03-31-2007-06-30,1869.72-4342.7002,Buy,0 days,0.0%,Rise by 0%,3.27%,
2021-03-31,12560.7002,2022-03-31,12110.2598,2020-03-31-2021-03-31,8209.04-13643.7803,Sell,261 days,3.59%,Fall by 6.72%,6.85%,
2022-06-30,10868.7002,2024-03-31,12105.29,2009-03-31-2021-03-31,2411.1599-13643.7803,Sell,456 days,-11.38%,Fall by -11.92%,-4.52%,
2022-12-31,11473.2402,2022-12-31,11473.2402,2020-03-31-2021-03-31,8209.04-13643.7803,Buy,0 days,0.0%,Rise by 0%,-4.52%,
2024-06-30,11717.4297,2024-06-30,11717.4297,2003-06-30-2021-03-31,1914.67-13643.7803,Buy,0 days,0.0%,Rise by 0%,-4.52%,
