Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-24,12358.8799,2021-04-23,12650.6396,2021-01-08-2021-02-26,12227.29-13366.8203,Sell,22 days,-2.36%,Fall by 3.7%,-2.36%,
2021-05-18,12428.6201,2025-10-14,13276.9902,2021-02-26-2021-05-05,11983.1396-12912.1904,Buy,1150 days,6.83%,Rise by 2.04%,4.47%,
2021-06-22,12534.7998,2021-06-23,12586.4902,2021-05-05-2021-05-27,12347.4404-12759.1396,Sell,1 days,-0.41%,Fall by -0.03%,4.05%,
2021-07-22,12720.8398,2021-07-22,12720.8398,2021-05-27-2021-07-06,12134.5498-12824.1699,Buy,0 days,0.0%,Rise by 0%,4.05%,
2021-08-16,12720.1504,2021-08-20,12940.4902,2021-07-06-2021-07-20,12652.0898-12732.1104,Sell,4 days,-1.73%,Fall by -0.43%,2.32%,
2021-10-14,13048.4902,2025-10-15,13286.0,2021-05-27-2021-10-04,12134.5498-13340.8203,Buy,1044 days,1.82%,Rise by 1.97%,4.14%,
2021-12-20,12723.5801,2021-12-21,12826.5996,2021-10-04-2021-11-29,12630.71-13279.1504,Sell,1 days,-0.81%,Fall by 7.6%,3.33%,
2022-01-18,12814.46,2024-12-05,12886.1699,2021-11-29-2022-01-06,12531.6602-13150.3799,Buy,752 days,0.56%,Rise by 2.47%,3.89%,
2022-01-26,12185.6504,2022-02-01,12204.9502,2021-11-29-2022-01-06,12531.6602-13150.3799,Sell,4 days,-0.16%,Fall by 3.56%,3.73%,
2022-01-28,11852.1504,2022-01-28,11852.1504,2021-05-27-2021-10-04,12134.5498-13340.8203,Sell,0 days,-0.0%,Fall by 0%,3.73%,
2022-02-17,12256.8203,2022-02-17,12256.8203,2021-10-04-2022-01-28,12101.1104-13279.1504,Sell,0 days,-0.0%,Fall by 0%,3.73%,
2022-03-07,11769.8701,2022-03-07,11769.8701,2021-02-26-2021-10-04,11983.1396-13340.8203,Sell,0 days,-0.0%,Fall by 0%,3.73%,
2022-03-30,12098.7998,2022-03-30,12098.7998,2021-07-06-2022-03-09,11851.6602-12732.1104,Sell,0 days,-0.0%,Fall by 0%,3.73%,
2022-05-30,11145.5,2022-05-31,11308.3398,2021-10-04-2022-03-09,11851.6602-13279.1504,Sell,1 days,-1.46%,Fall by 6.37%,2.27%,
2022-07-15,11122.6104,2022-07-15,11122.6104,2021-07-06-2022-06-17,10646.5801-12732.1104,Sell,0 days,-0.0%,Fall by 0%,2.27%,
2022-08-24,11655.3301,2022-08-26,11608.29,2021-01-08-2022-06-17,10646.5801-13366.8203,Sell,2 days,0.4%,Fall by 7.11%,2.67%,
2022-10-05,11180.0098,2025-09-17,13228.3799,2022-06-17-2022-08-17,10392.0195-11867.1504,Buy,770 days,18.32%,Rise by 2.59%,21.0%,
2022-11-08,11208.4404,2022-11-14,11270.3398,2022-09-13-2022-10-17,10868.0898-11762.1504,Sell,4 days,-0.55%,Fall by -1.55%,20.44%,
2023-03-15,11617.2695,2024-07-30,12391.0498,2022-10-17-2023-02-08,10736.8096-12211.96,Buy,359 days,6.66%,Rise by 2.72%,27.11%,
2023-04-21,11927.5,2023-05-30,11878.71,2023-02-08-2023-03-23,11606.5303-12143.96,Sell,27 days,0.41%,Fall by 3.54%,27.51%,
2023-06-15,11687.4502,2025-09-15,13208.3096,2023-03-23-2023-05-22,11481.0801-12119.1602,Buy,587 days,13.01%,Rise by 2.74%,40.53%,
