Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2003-07-31,16.1,2008-10-31,11.13,1371 days,2003-05-31/15.1333,-30.87%,-30.87%,Rise by 11.39%,-30.87%,
Buy,2009-09-30,14.93,2013-12-31,24.24,1109 days,2009-08-31/14.48,62.34%,62.34%,Rise by 12.57%,31.47%,
Buy,2014-02-28,25.58,2017-01-31,42.62,762 days,2001-07-31/24.6333,66.59%,66.59%,Rise by 14.58%,98.06%,
Buy,2017-02-28,43.82,2019-04-30,70.52,565 days,2017-01-31/42.62,60.93%,60.93%,Rise by 31.39%,158.99%,
Buy,2019-10-31,74.78,2020-11-30,120.6,282 days,2019-04-30/70.52,61.27%,61.27%,Rise by 36.94%,220.26%,
Buy,2020-12-31,126.39,2024-02-29,217.36,825 days,2020-11-30/120.6033,71.97%,71.97%,Rise by 43.02%,292.23%,
Buy,2024-03-31,225.92,2024-03-31,225.92,0 days,2024-02-29/217.3633,0.00%,0.00%,Rise by 0%,292.23%,
