Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-05-12,51.1,2020-06-03,53.06,Sell,15 days,Fall by -50.310000%,-3.84,
2020-07-09,64.78,2020-07-22,68.53,Buy,8 days,Rise by 28.510000%,5.79,
2021-01-07,121.43,2021-01-20,130.64,Buy,8 days,Rise by 15.330000%,7.58,
2021-08-26,118.1,2021-09-02,120.79,Buy,4 days,Rise by -0.970000%,2.28,
2021-09-07,124.7,2022-01-10,125.01,Buy,88 days,Rise by -10.260000%,0.25,
2021-11-09,121.78,2022-01-06,128.47,Buy,41 days,Rise by 15.500000%,5.49,
2021-11-19,124.26,2022-01-14,140.66,Buy,39 days,Rise by 13.200000%,13.2,
2021-12-02,121.7,2022-01-06,128.47,Buy,24 days,Rise by 15.580000%,5.56,
2021-12-08,121.8,2022-01-06,128.47,Buy,20 days,Rise by 15.480000%,5.48,
2021-12-22,121.3,2022-01-06,128.47,Buy,10 days,Rise by 15.960000%,5.91,
2022-01-04,133.4,2022-12-07,79.24,Buy,240 days,Rise by -12.760000%,-40.6,
2022-02-18,119.31,2022-03-01,108.05,Sell,6 days,Fall by 16.780000%,9.44,
2022-02-23,115.9,2022-03-01,108.05,Sell,3 days,Fall by 10.300000%,6.77,
2022-03-22,107.04,2022-12-07,79.24,Buy,185 days,Rise by -10.610000%,-25.97,
2022-07-12,79.1,2022-07-15,85.63,Sell,2 days,Fall by 12.410000%,-8.26,
2022-07-15,85.63,2022-08-15,91.57,Buy,20 days,Rise by 6.940000%,6.94,
2022-07-20,86.56,2022-08-16,89.95,Buy,18 days,Rise by 5.790000%,3.92,
2022-08-03,86.51,2022-08-16,89.95,Buy,8 days,Rise by -10.830000%,3.98,
2022-11-11,73.83,2022-11-18,82.27,Buy,4 days,Rise by 12.390000%,11.43,
2023-01-13,86.8,2023-01-23,95.66,Buy,5 days,Rise by 12.860000%,10.21,
2023-02-28,87.07,2023-03-21,92.5,Sell,14 days,Fall by 0.420000%,-6.24,
2023-03-10,87.25,2023-03-21,92.5,Sell,6 days,Fall by 5.730000%,-6.02,
2023-05-16,85.88,2023-05-22,91.72,Buy,3 days,Rise by 25.070000%,6.8,
2023-05-26,103.21,2023-06-15,105.18,Buy,13 days,Rise by 4.070000%,1.91,
2023-10-06,89.29,2023-10-16,91.22,Buy,5 days,Rise by 11.950000%,2.16,
2023-10-11,92.0,2023-11-15,98.8,Buy,24 days,Rise by 8.650000%,7.39,
2023-11-03,91.79,2023-11-15,98.8,Buy,7 days,Rise by 8.900000%,7.64,
2024-01-03,100.17,2024-01-18,113.03,Sell,10 days,Fall by -34.640000%,-12.84,
2024-01-08,102.24,2024-01-23,114.13,Buy,10 days,Rise by 30.800000%,11.63,
2024-01-19,114.2,2024-01-29,116.98,Buy,5 days,Rise by 17.100000%,2.43,
2024-02-08,133.73,2024-03-11,139.02,Buy,21 days,Rise by 11.570000%,3.96,
2024-07-18,171.87,2024-07-24,159.8,Sell,3 days,Fall by 12.810000%,7.02,
2024-08-12,167.63,2024-08-20,172.04,Buy,5 days,Rise by 11.450000%,2.63,
2024-11-12,191.77,2024-11-20,188.36,Sell,5 days,Fall by 5.520000%,1.78,
2024-11-19,189.67,2024-12-06,203.02,Buy,12 days,Rise by 7.710000%,7.04,
2025-02-10,207.95,2025-02-18,202.74,Sell,5 days,Fall by 12.920000%,2.51,
2025-02-25,189.37,2025-03-05,184.28,Sell,5 days,Fall by 11.160000%,2.69,
2025-04-25,165.1,2025-05-06,172.28,Buy,6 days,Rise by 48.760000%,4.35,
2025-07-03,234.8,2025-07-28,242.75,Buy,16 days,Rise by 4.600000%,3.39,
2025-08-01,235.21,2025-09-05,243.41,Sell,24 days,Fall by 3.350000%,-3.49,
