Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-29,20.5917,2016-05-15,21.5267,2015-11-08,Buy,24 Weeks,4.54%,Rise by -10.61%,4.54%,Normal Case
2015-12-13,20.1,2016-05-15,21.5267,2015-11-22,Buy,22 Weeks,7.1%,Rise by 7.33%,11.64%,Absolute Extrema Case
2015-12-27,20.5117,2016-05-15,21.5267,2015-12-13,Buy,20 Weeks,4.95%,Rise by -10.26%,16.59%,Normal Case
2016-05-01,21.4267,2016-08-28,23.8817,2016-04-24,Buy,17 Weeks,11.46%,Rise by 12.72%,28.04%,Normal Case
2016-05-08,21.4533,2016-08-28,23.8817,2016-04-17,Buy,16 Weeks,11.32%,Rise by 12.58%,39.36%,Normal Case
2016-05-15,21.5267,2016-08-28,23.8817,2016-05-01,Buy,15 Weeks,10.94%,Rise by 12.19%,50.3%,Normal Case
2016-05-22,21.5317,2016-08-28,23.8817,2016-05-08,Buy,14 Weeks,10.91%,Rise by 12.17%,61.22%,Normal Case
2016-06-26,21.8267,2016-08-28,23.8817,2016-06-19,Buy,9 Weeks,9.42%,Rise by 10.65%,70.63%,Normal Case
2016-08-07,24.1083,2016-10-09,24.1917,2016-07-31,Buy,9 Weeks,0.35%,Rise by 0.63%,70.98%,Normal Case
2016-09-04,23.99,2017-01-29,23.4217,2016-08-28,Buy,21 Weeks,-2.37%,Rise by 5.36%,68.61%,Normal Case
2016-09-25,24.26,2017-01-29,23.4217,2016-09-04,Buy,18 Weeks,-3.46%,Rise by -10.41%,65.15%,Normal Case
2017-01-01,22.1917,2017-04-02,25.2367,2016-12-25,Buy,13 Weeks,13.72%,Rise by 13.89%,78.88%,Normal Case
2017-03-19,25.275,2017-08-06,27.21,2017-03-05,Buy,20 Weeks,7.66%,Rise by 11.46%,86.53%,Normal Case
2017-03-26,25.2,2017-08-06,27.21,2017-03-12,Buy,19 Weeks,7.98%,Rise by 11.79%,94.51%,Normal Case
2017-04-02,25.2367,2017-08-06,27.21,2017-03-26,Buy,18 Weeks,7.82%,Rise by 11.63%,102.33%,Normal Case
2017-05-21,26.155,2017-08-06,27.21,2017-04-30,Buy,11 Weeks,4.03%,Rise by 7.71%,106.36%,Normal Case
2017-07-02,27.7683,2017-10-01,27.8383,2017-06-18,Buy,13 Weeks,0.25%,Rise by 6.31%,106.61%,Normal Case
2017-07-16,28.1717,2017-10-01,27.8383,2017-06-25,Buy,11 Weeks,-1.18%,Rise by 4.79%,105.43%,Normal Case
2017-07-30,27.5767,2017-10-01,27.8383,2015-11-29,Buy,9 Weeks,0.95%,Rise by 7.05%,106.38%,Tangent Case
2017-08-20,27.12,2017-11-12,28.6617,2017-08-13,Buy,12 Weeks,5.68%,Rise by 8.85%,112.06%,Normal Case
2017-08-27,27.05,2017-11-12,28.6617,2017-08-20,Buy,11 Weeks,5.96%,Rise by 9.13%,118.02%,Normal Case
2017-10-29,28.9417,2018-02-18,30.6983,2017-10-22,Buy,16 Weeks,6.07%,Rise by 11.53%,124.09%,Normal Case
2017-11-19,29.055,2018-02-18,30.6983,2017-11-12,Buy,13 Weeks,5.66%,Rise by 11.1%,129.75%,Normal Case
2018-02-04,31.35,2018-07-01,33.4417,2018-01-28,Buy,21 Weeks,6.67%,Rise by 20.94%,136.42%,Normal Case
2018-02-11,29.2333,2018-07-01,33.4417,2017-10-01,Buy,20 Weeks,14.4%,Rise by 29.69%,150.81%,Local Extrema Case
2018-03-25,30.18,2018-07-01,33.4417,2018-03-11,Buy,14 Weeks,10.81%,Rise by 25.62%,161.62%,Normal Case
2018-04-08,30.1717,2018-07-01,33.4417,2017-12-10,Buy,12 Weeks,10.84%,Rise by 25.66%,172.46%,Local Extrema Case
2018-05-06,32.055,2018-08-12,34.82,2018-04-29,Buy,14 Weeks,8.63%,Rise by 18.28%,181.09%,Normal Case
2018-05-13,32.8483,2018-08-12,34.82,2018-04-22,Buy,13 Weeks,6.0%,Rise by 15.42%,187.09%,Normal Case
2018-06-03,33.43,2018-08-12,34.82,2018-05-20,Buy,10 Weeks,4.16%,Rise by 13.41%,191.25%,Normal Case
2018-09-09,36.2283,2018-12-23,31.4433,2018-09-02,Buy,15 Weeks,-13.21%,Rise by -0.37%,178.04%,Normal Case
2018-09-30,37.9133,2018-12-23,31.4433,2015-12-20,Buy,12 Weeks,-17.07%,Rise by -10.39%,160.97%,Tangent Case
2018-10-28,33.6267,2019-04-21,35.8333,2018-07-01,Buy,25 Weeks,6.56%,Rise by 14.75%,167.54%,Local Extrema Case
2018-11-04,34.785,2019-04-21,35.8333,2018-10-28,Buy,24 Weeks,3.01%,Rise by 10.93%,170.55%,Normal Case
2018-11-11,35.7917,2019-04-21,35.8333,2018-10-21,Buy,23 Weeks,0.12%,Rise by 7.81%,170.66%,Normal Case
2018-12-02,36.095,2019-04-21,35.8333,2018-11-18,Buy,20 Weeks,-0.73%,Rise by 6.91%,169.94%,Normal Case
2018-12-09,34.1417,2019-04-21,35.8333,2018-11-25,Buy,19 Weeks,4.95%,Rise by 13.02%,174.89%,Normal Case
2019-03-17,38.4417,2019-08-18,40.695,2019-02-24,Buy,22 Weeks,5.86%,Rise by 7.51%,180.76%,Normal Case
2019-05-12,37.1117,2019-08-18,40.695,2019-04-28,Buy,14 Weeks,9.66%,Rise by 11.36%,190.41%,Normal Case
2019-05-26,37.1917,2019-08-18,40.695,2019-05-12,Buy,12 Weeks,9.42%,Rise by 11.12%,199.83%,Normal Case
2019-06-02,36.7717,2019-08-18,40.695,2019-05-26,Buy,11 Weeks,10.67%,Rise by 12.39%,210.5%,Normal Case
