Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2024-01-24 - 2024-01-31,5 days,2024-02-06,73.76,2024-03-18,77.57,29 days,5.2%,Rise by 8.13%,34.2%,
Buy,2024-03-05 - 2024-04-02,20 days,2024-04-08,74.44,2024-05-01,56.31,17 days,-24.4%,Rise by -24.36%,9.9%,
Sell,2024-03-20 - 2024-03-25,3 days,2024-04-02,73.82,2024-04-15,68.96,9 days,6.6%,Fall by 23.72%,16.4%,
Buy,2024-04-12 - 2024-04-26,10 days,2024-05-03,55.9,2024-06-07,61.78,25 days,10.5%,Rise by 10.52%,27.0%,
Sell,2024-08-26 - 2024-09-04,7 days,2024-09-09,56.47,2024-09-13,57.98,4 days,-2.7%,Fall by 5.81%,24.3%,
Sell,2024-10-09 - 2024-10-14,3 days,2024-10-17,63.67,2024-10-21,58.17,2 days,8.6%,Fall by 14.17%,32.9%,
Buy,2024-10-24 - 2024-10-31,5 days,2024-11-06,61.61,2024-11-12,54.03,4 days,-12.3%,Rise by -2.48%,20.6%,
Buy,2024-11-04 - 2024-11-15,9 days,2024-11-19,55.77,2024-12-12,49.58,17 days,-11.1%,Rise by -11.1%,9.5%,
Sell,2025-01-21 - 2025-01-29,6 days,2025-02-04,56.35,2025-02-05,55.69,1 days,1.2%,Fall by -12.97%,10.7%,
Buy,2025-02-13 - 2025-03-03,12 days,2025-03-06,65.25,2025-08-29,73.15,126 days,12.1%,Rise by 7.56%,22.8%,
Sell,2025-04-03 - 2025-04-08,3 days,2025-04-11,69.51,2025-04-14,69.2,1 days,0.4%,Fall by 12.96%,23.2%,
Sell,2025-04-11 - 2025-05-01,14 days,2025-05-06,66.23,2025-05-16,62.53,8 days,5.6%,Fall by 11.29%,28.8%,
Sell,2025-06-13 - 2025-06-17,2 days,2025-06-23,66.81,2025-06-27,68.49,4 days,-2.5%,Fall by 12.06%,26.3%,
Buy,2025-07-14 - 2025-07-16,2 days,2025-07-23,61.85,2025-08-08,65.54,12 days,6.0%,Rise by 26.35%,32.3%,
Sell,2025-08-29 - 2025-09-02,2 days,2025-09-09,71.75,2025-09-10,73.97,1 days,-3.1%,Fall by -8.92%,29.2%,
Sell,2025-09-02 - 2025-09-12,8 days,2025-09-26,75.77,2025-10-10,77.9,10 days,-2.8%,Fall by -3.14%,26.4%,
Sell,2025-09-12 - 2025-10-03,15 days,2025-10-23,81.07,2025-10-31,78.15,6 days,3.6%,Fall by 3.6%,30.0%,
