Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-17,58.0,2020-05-11,63.84,39 days,10.1%,Rise by 9.48%,10.1%,
Sell,2020-04-16 - 2020-04-17,1 days,2020-04-22,60.35,2020-04-24,62.31,2 days,-3.2%,Fall by -4.66%,6.8%,
Sell,2020-04-17 - 2020-04-28,7 days,2020-05-01,59.7,2020-05-05,61.21,2 days,-2.5%,Fall by -5.8%,4.3%,
Buy,2020-05-05 - 2020-05-14,7 days,2020-05-28,66.56,2020-09-08,59.53,73 days,-10.6%,Rise by -1.8%,-6.3%,
Buy,2020-06-24 - 2020-07-09,11 days,2020-07-13,62.62,2020-10-29,55.93,78 days,-10.7%,Rise by 4.93%,-17.0%,
Buy,2020-09-10 - 2020-09-16,4 days,2020-09-28,57.94,2020-11-05,61.41,28 days,6.0%,Rise by 26.8%,-11.0%,
Sell,2021-01-11 - 2021-01-12,1 days,2021-01-21,74.08,2021-01-28,72.61,5 days,2.0%,Fall by 8.03%,-9.0%,
Buy,2021-01-29 - 2021-02-22,16 days,2021-03-01,69.28,2021-05-04,81.12,46 days,17.1%,Rise by 10.13%,8.1%,
Sell,2021-03-16 - 2021-03-18,2 days,2021-03-23,71.9,2021-03-25,74.07,2 days,-3.0%,Fall by -11.57%,5.1%,
Sell,2021-05-07 - 2021-05-10,1 days,2021-05-13,84.27,2021-05-18,88.61,3 days,-5.2%,Fall by 4.81%,-0.1%,
Buy,2021-06-11 - 2021-06-18,5 days,2021-06-22,83.81,2021-10-26,88.32,90 days,5.4%,Rise by 3.17%,5.3%,
Buy,2021-07-06 - 2021-07-08,2 days,2021-07-13,81.66,2021-08-17,86.47,25 days,5.9%,Rise by 5.89%,11.2%,
Buy,2021-07-08 - 2021-07-19,7 days,2021-07-28,83.3,2021-10-29,89.28,67 days,7.2%,Rise by 3.81%,18.4%,
Sell,2021-08-17 - 2021-08-31,10 days,2021-09-08,86.22,2021-09-13,84.51,3 days,2.0%,Fall by 3.56%,20.4%,
Buy,2021-09-22 - 2021-10-06,10 days,2021-10-08,84.37,2021-11-03,96.34,18 days,14.2%,Rise by 14.19%,34.6%,
Sell,2021-09-29 - 2021-09-30,1 days,2021-10-06,83.15,2021-10-15,85.84,7 days,-3.2%,Fall by -6.77%,31.3%,
Sell,2021-10-25 - 2021-11-03,7 days,2021-11-08,93.76,2021-11-15,93.49,5 days,0.3%,Fall by 5.31%,31.6%,
Sell,2021-12-13 - 2021-12-14,1 days,2021-12-20,100.32,2021-12-29,103.7,7 days,-3.4%,Fall by -1.24%,28.2%,
Sell,2021-12-29 - 2021-12-30,1 days,2022-01-07,104.19,2022-01-25,103.1,12 days,1.0%,Fall by 3.28%,29.3%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-02-07,109.41,2022-04-29,96.13,59 days,-12.1%,Rise by -0.78%,17.2%,
Sell,2022-03-17 - 2022-03-21,2 days,2022-03-29,104.68,2022-04-05,99.46,5 days,5.0%,Fall by 8.31%,22.1%,
Sell,2022-11-01 - 2022-11-02,1 days,2022-11-10,99.91,2022-11-14,97.17,2 days,2.7%,Fall by 10.17%,24.9%,
Sell,2022-12-02 - 2022-12-05,1 days,2022-12-15,97.6,2022-12-19,95.05,2 days,2.6%,Fall by 10.37%,27.5%,
Buy,2022-12-19 - 2022-12-27,6 days,2022-12-29,93.45,2023-02-28,83.54,43 days,-10.6%,Rise by -3.62%,16.9%,
Buy,2023-01-25 - 2023-02-07,9 days,2023-02-17,88.58,2023-03-09,77.0,14 days,-13.1%,Rise by -13.07%,3.8%,
Buy,2023-03-09 - 2023-03-17,6 days,2023-03-21,75.56,2023-05-16,67.1,40 days,-11.2%,Rise by -11.2%,-7.4%,
Buy,2023-04-21 - 2023-05-04,9 days,2023-05-17,69.43,2023-07-24,75.95,48 days,9.4%,Rise by 4.08%,2.0%,
Buy,2023-05-16 - 2023-05-30,10 days,2023-06-01,68.88,2023-07-24,75.95,37 days,10.3%,Rise by 10.93%,12.3%,
Sell,2023-07-20 - 2023-07-26,4 days,2023-07-31,74.69,2023-08-03,74.32,3 days,0.5%,Fall by 10.56%,12.8%,
Buy,2023-09-05 - 2023-09-07,2 days,2023-09-21,71.89,2023-12-19,76.26,63 days,6.1%,Rise by 0.17%,18.9%,
Sell,2023-09-25 - 2023-10-11,12 days,2023-10-18,71.09,2023-10-24,68.97,4 days,3.0%,Fall by 5.89%,21.8%,
Buy,2023-10-27 - 2023-11-01,3 days,2023-11-17,68.81,2023-12-06,73.5,13 days,6.8%,Rise by 18.33%,28.6%,
Sell,2023-12-26 - 2023-12-28,2 days,2024-01-10,79.24,2024-01-11,78.93,1 days,0.4%,Fall by 6.98%,29.0%,
