Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2023-05-31,6.74,2024-02-29,11.08,196 days,2023-04-30/5.16,64.39%,64.39%,Rise by 77.0%,64.39%,
Buy,2024-03-31,11.93,2024-03-31,11.93,0 days,2024-02-29/11.08,0.00%,0.00%,Rise by 0%,64.39%,
